codgeo,dep,reg,weight_dep,weight_reg,weight_fr
06091,06,93.0,200,42,31
06092,06,93.0,142,30,21
06093,06,93.0,23,5,3
06094,06,93.0,80,17,12
06095,06,93.0,751,160,115
06096,06,93.0,9,2,1
06097,06,93.0,20,4,3
06098,06,93.0,12,2,1
06099,06,93.0,180,38,27
06100,06,93.0,21,4,3
06101,06,93.0,22,4,3
06102,06,93.0,9,1,1
06103,06,93.0,154,33,23
06104,06,93.0,1171,250,180
06105,06,93.0,627,134,96
06106,06,93.0,56,12,8
06107,06,93.0,7,1,1
06108,06,93.0,524,112,81
06109,06,93.0,72,15,11
06110,06,93.0,12,2,2
06111,06,93.0,9,1,1
06112,06,93.0,392,83,60
06113,06,93.0,112,24,17
06114,06,93.0,520,111,80
06115,06,93.0,9,2,1
06116,06,93.0,22,4,3
06117,06,93.0,92,19,14
06118,06,93.0,376,80,58
06119,06,93.0,12,2,1
06120,06,93.0,159,34,24
06121,06,93.0,142,30,22
06122,06,93.0,392,83,60
06123,06,93.0,2616,559,403
06124,06,93.0,5,1,0
06125,06,93.0,7,1,1
06126,06,93.0,275,58,42
06127,06,93.0,134,28,20
06128,06,93.0,318,68,49
06129,06,93.0,30,6,4
06130,06,93.0,336,71,51
06131,06,93.0,1,0,0
06132,06,93.0,47,10,7
06133,06,93.0,8,1,1
06134,06,93.0,38,8,5
06135,06,93.0,18,4,2
06136,06,93.0,362,77,55
06137,06,93.0,122,26,18
06138,06,93.0,134,28,20
06139,06,93.0,10,2,1
06140,06,93.0,308,65,47
06141,06,93.0,21,4,3
06142,06,93.0,14,3,2
06143,06,93.0,64,13,9
06144,06,93.0,53,11,8
06145,06,93.0,13,2,2
06146,06,93.0,16,3,2
06147,06,93.0,466,99,71
06148,06,93.0,380,81,58
06149,06,93.0,937,200,144
06150,06,93.0,293,62,45
06151,06,93.0,73,15,11
06152,06,93.0,1284,274,198
06153,06,93.0,80,17,12
06154,06,93.0,30,6,4
06155,06,93.0,2450,524,378
06156,06,93.0,16,3,2
06157,06,93.0,1714,366,264
06158,06,93.0,77,16,11
06159,06,93.0,460,98,71
06160,06,93.0,2,0,0
06161,06,93.0,1387,296,214
06162,06,93.0,62,13,9
06163,06,93.0,211,45,32
07001,07,84.0,93,3,4
07002,07,84.0,184,7,8
07003,07,84.0,56,2,2
07004,07,84.0,5,0,0
07005,07,84.0,456,18,20
07006,07,84.0,60,2,2
07007,07,84.0,304,12,13
07008,07,84.0,484,19,22
07009,07,84.0,401,16,18
07010,07,84.0,5211,208,236
07011,07,84.0,281,11,12
07012,07,84.0,73,2,3
07013,07,84.0,415,16,18
07014,07,84.0,56,2,2
07015,07,84.0,141,5,6
07017,07,84.0,223,8,10
07018,07,84.0,14,0,0
07019,07,84.0,3736,149,169
07020,07,84.0,155,6,7
07022,07,84.0,370,14,16
07023,07,84.0,68,2,3
07024,07,84.0,213,8,9
07025,07,84.0,28,1,1
07026,07,84.0,92,3,4
07027,07,84.0,581,23,26
07028,07,84.0,161,6,7
07029,07,84.0,43,1,1
07030,07,84.0,26,1,1
07031,07,84.0,189,7,8
07032,07,84.0,66,2,3
07033,07,84.0,72,2,3
07034,07,84.0,80,3,3
07035,07,84.0,209,8,9
07036,07,84.0,108,4,4
07037,07,84.0,46,1,2
07038,07,84.0,16,0,0
07039,07,84.0,88,3,4
07040,07,84.0,60,2,2
07041,07,84.0,741,29,33
07042,07,84.0,2286,91,103
07044,07,84.0,91,3,4
07045,07,84.0,93,3,4
07047,07,84.0,4,0,0
07048,07,84.0,82,3,3
07049,07,84.0,14,0,0
07050,07,84.0,226,9,10
07051,07,84.0,204,8,9
07052,07,84.0,159,6,7
07053,07,84.0,105,4,4
07054,07,84.0,60,2,2
07055,07,84.0,914,36,41
07056,07,84.0,308,12,14
07058,07,84.0,337,13,15
07059,07,84.0,80,3,3
07060,07,84.0,38,1,1
07061,07,84.0,100,4,4
07062,07,84.0,45,1,2
07063,07,84.0,128,5,5
07064,07,84.0,919,36,41
07065,07,84.0,83,3,3
07066,07,84.0,998,39,45
07067,07,84.0,90,3,4
07068,07,84.0,141,5,6
07069,07,84.0,212,8,9
07070,07,84.0,698,27,31
07071,07,84.0,266,10,12
07072,07,84.0,493,19,22
07073,07,84.0,145,5,6
07074,07,84.0,42,1,1
07075,07,84.0,56,2,2
07076,07,84.0,924,36,41
07077,07,84.0,37,1,1
07078,07,84.0,980,39,44
07079,07,84.0,325,13,14
07080,07,84.0,56,2,2
07081,07,84.0,25,1,1
07082,07,84.0,42,1,1
07083,07,84.0,115,4,5
07084,07,84.0,294,11,13
07085,07,84.0,199,7,9
07086,07,84.0,247,9,11
07087,07,84.0,106,4,4
07088,07,84.0,33,1,1
07089,07,84.0,511,20,23
07090,07,84.0,353,14,16
07091,07,84.0,110,4,5
07092,07,84.0,16,0,0
07093,07,84.0,96,3,4
07094,07,84.0,61,2,2
07095,07,84.0,151,6,6
07096,07,84.0,129,5,5
07097,07,84.0,205,8,9
07098,07,84.0,9,0,0
07099,07,84.0,215,8,9
07100,07,84.0,126,5,5
07101,07,84.0,246,9,11
07102,07,84.0,3325,132,151
07103,07,84.0,104,4,4
07104,07,84.0,32,1,1
07105,07,84.0,12,0,0
07106,07,84.0,50,2,2
07107,07,84.0,325,13,14
07108,07,84.0,45,1,2
07109,07,84.0,100,4,4
07110,07,84.0,523,20,23
07111,07,84.0,56,2,2
07112,07,84.0,88,3,4
07113,07,84.0,67,2,3
07114,07,84.0,74,2,3
07115,07,84.0,221,8,10
07116,07,84.0,432,17,19
07117,07,84.0,635,25,28
07118,07,84.0,17,0,0
07119,07,84.0,95,3,4
07120,07,84.0,24,0,1
07121,07,84.0,31,1,1
07122,07,84.0,484,19,22
07123,07,84.0,56,2,2
07124,07,84.0,14,0,0
07126,07,84.0,334,13,15
07127,07,84.0,309,12,14
07128,07,84.0,126,5,5
07129,07,84.0,728,29,33
07130,07,84.0,68,2,3
07131,07,84.0,90,3,4
07132,07,84.0,505,20,22
07133,07,84.0,38,1,1
07134,07,84.0,278,11,12
07136,07,84.0,36,1,1
07137,07,84.0,18,0,0
07138,07,84.0,698,27,31
07139,07,84.0,10,0,0
07140,07,84.0,270,10,12
07141,07,84.0,72,2,3
07142,07,84.0,65,2,2
07143,07,84.0,205,8,9
07144,07,84.0,2,0,0
07145,07,84.0,379,15,17
07146,07,84.0,147,5,6
07147,07,84.0,82,3,3
07148,07,84.0,52,2,2
07149,07,84.0,77,3,3
07150,07,84.0,190,7,8
07151,07,84.0,84,3,3
07152,07,84.0,365,14,16
07153,07,84.0,58,2,2
07154,07,84.0,43,1,1
07155,07,84.0,403,16,18
07156,07,84.0,315,12,14
07157,07,84.0,394,15,17
07158,07,84.0,10,0,0
07159,07,84.0,211,8,9
07160,07,84.0,20,0,0
07161,07,84.0,254,10,11
07162,07,84.0,186,7,8
07163,07,84.0,28,1,1
07165,07,84.0,169,6,7
07166,07,84.0,96,3,4
07167,07,84.0,310,12,14
07168,07,84.0,189,7,8
07169,07,84.0,117,4,5
07170,07,84.0,91,3,4
07171,07,84.0,165,6,7
07172,07,84.0,649,25,29
07173,07,84.0,20,0,0
07174,07,84.0,167,6,7
07175,07,84.0,27,1,1
07176,07,84.0,8,0,0
07177,07,84.0,283,11,12
07178,07,84.0,199,7,9
07179,07,84.0,40,1,1
07181,07,84.0,921,36,41
07182,07,84.0,393,15,17
07183,07,84.0,147,5,6
07184,07,84.0,116,4,5
07185,07,84.0,237,9,10
07186,07,84.0,2536,101,115
07187,07,84.0,44,1,2
07188,07,84.0,526,21,23
07189,07,84.0,90,3,4
07190,07,84.0,25,1,1
07191,07,84.0,748,29,34
07192,07,84.0,60,2,2
07193,07,84.0,70,2,3
07194,07,84.0,93,3,4
07195,07,84.0,3,0,0
07196,07,84.0,44,1,2
07197,07,84.0,908,36,41
07198,07,84.0,351,14,15
07199,07,84.0,361,14,16
07200,07,84.0,18,0,0
07201,07,84.0,680,27,30
07202,07,84.0,60,2,2
07203,07,84.0,19,0,0
07204,07,84.0,768,30,34
07205,07,84.0,412,16,18
07206,07,84.0,32,1,1
07207,07,84.0,341,13,15
07208,07,84.0,39,1,1
07209,07,84.0,17,0,0
07210,07,84.0,175,7,7
07211,07,84.0,134,5,6
07212,07,84.0,75,3,3
07213,07,84.0,57,2,2
07214,07,84.0,27,1,1
07215,07,84.0,34,1,1
07216,07,84.0,145,5,6
07217,07,84.0,282,11,12
07218,07,84.0,71,2,3
07219,07,84.0,59,2,2
07220,07,84.0,36,1,1
07221,07,84.0,43,1,1
07222,07,84.0,67,2,3
07223,07,84.0,45,1,2
07224,07,84.0,70,2,3
07225,07,84.0,333,13,15
07226,07,84.0,10,0,0
07227,07,84.0,429,17,19
07228,07,84.0,281,11,12
07229,07,84.0,302,12,13
07230,07,84.0,93,3,4
07231,07,84.0,815,32,37
07232,07,84.0,96,3,4
07233,07,84.0,71,2,3
07234,07,84.0,50,2,2
07235,07,84.0,51,2,2
07236,07,84.0,375,15,17
07237,07,84.0,213,8,9
07238,07,84.0,60,2,2
07239,07,84.0,12,0,0
07240,07,84.0,744,29,33
07241,07,84.0,191,7,8
07242,07,84.0,10,0,0
07243,07,84.0,108,4,4
07244,07,84.0,87,3,3
07245,07,84.0,741,29,33
07247,07,84.0,211,8,9
07248,07,84.0,84,3,3
07249,07,84.0,35,1,1
07250,07,84.0,161,6,7
07251,07,84.0,62,2,2
07253,07,84.0,68,2,3
07254,07,84.0,226,9,10
07255,07,84.0,490,19,22
07257,07,84.0,36,1,1
07258,07,84.0,82,3,3
07259,07,84.0,533,21,24
07260,07,84.0,326,13,14
07261,07,84.0,508,20,23
07262,07,84.0,34,1,1
07263,07,84.0,9,0,0
07264,07,84.0,795,31,36
07265,07,84.0,432,17,19
07266,07,84.0,35,1,1
07267,07,84.0,80,3,3
07268,07,84.0,329,13,14
07269,07,84.0,371,14,16
07270,07,84.0,141,5,6
07272,07,84.0,90,3,4
07273,07,84.0,74,2,3
07274,07,84.0,74,2,3
07275,07,84.0,32,1,1
07276,07,84.0,94,3,4
07277,07,84.0,52,2,2
07278,07,84.0,106,4,4
07279,07,84.0,631,25,28
07280,07,84.0,293,11,13
07281,07,84.0,2409,96,109
07282,07,84.0,99,3,4
07283,07,84.0,5,0,0
07284,07,84.0,52,2,2
07285,07,84.0,36,1,1
07286,07,84.0,175,7,7
07287,07,84.0,100,4,4
07288,07,84.0,358,14,16
07289,07,84.0,539,21,24
07290,07,84.0,87,3,3
07291,07,84.0,256,10,11
07292,07,84.0,405,16,18
07293,07,84.0,232,9,10
07294,07,84.0,177,7,8
07295,07,84.0,310,12,14
07296,07,84.0,488,19,22
07297,07,84.0,121,4,5
07298,07,84.0,258,10,11
07299,07,84.0,37,1,1
07300,07,84.0,157,6,7
07301,07,84.0,262,10,11
07302,07,84.0,223,8,10
07303,07,84.0,36,1,1
07304,07,84.0,162,6,7
07305,07,84.0,117,4,5
07306,07,84.0,38,1,1
07307,07,84.0,147,5,6
07308,07,84.0,688,27,31
07309,07,84.0,476,19,21
07310,07,84.0,318,12,14
07311,07,84.0,22,0,1
07312,07,84.0,176,7,8
07313,07,84.0,325,13,14
07314,07,84.0,76,3,3
07315,07,84.0,119,4,5
07316,07,84.0,738,29,33
07317,07,84.0,322,12,14
07318,07,84.0,27,1,1
07319,07,84.0,2721,108,123
07321,07,84.0,78,3,3
07322,07,84.0,378,15,17
07323,07,84.0,520,20,23
07324,07,84.0,3219,128,146
07325,07,84.0,650,26,29
07326,07,84.0,41,1,1
07327,07,84.0,136,5,6
07328,07,84.0,151,6,6
07329,07,84.0,135,5,6
07330,07,84.0,761,30,34
07331,07,84.0,1058,42,48
07332,07,84.0,152,6,6
07333,07,84.0,324,12,14
07334,07,84.0,822,32,37
07335,07,84.0,36,1,1
07336,07,84.0,76,3,3
07337,07,84.0,853,34,38
07338,07,84.0,627,25,28
07339,07,84.0,588,23,26
07340,07,84.0,470,18,21
07341,07,84.0,883,35,40
07342,07,84.0,365,14,16
07343,07,84.0,394,15,17
07344,07,84.0,103,4,4
07345,07,84.0,293,11,13
07346,07,84.0,1197,47,54
07347,07,84.0,205,8,9
07348,07,84.0,361,14,16
07349,07,84.0,1600,64,72
08001,08,44.0,153,7,5
08003,08,44.0,625,30,23
08004,08,44.0,35,1,1
08005,08,44.0,59,2,2
08006,08,44.0,97,4,3
08008,08,44.0,211,10,8
08010,08,44.0,16,0,0
08011,08,44.0,85,4,3
08013,08,44.0,151,7,5
08014,08,44.0,19,0,0
08015,08,44.0,38,1,1
08016,08,44.0,76,3,2
08017,08,44.0,15,0,0
08018,08,44.0,3,0,0
08019,08,44.0,23,1,0
08020,08,44.0,5,0,0
08021,08,44.0,68,3,2
08022,08,44.0,126,6,4
08023,08,44.0,4,0,0
08024,08,44.0,401,19,15
08025,08,44.0,395,19,15
08026,08,44.0,95,4,3
08027,08,44.0,41,2,1
08028,08,44.0,318,15,12
08029,08,44.0,34,1,1
08030,08,44.0,25,1,0
08031,08,44.0,18,0,0
08032,08,44.0,79,3,3
08033,08,44.0,35,1,1
08034,08,44.0,134,6,5
08035,08,44.0,27,1,1
08036,08,44.0,47,2,1
08037,08,44.0,283,13,10
08038,08,44.0,74,3,2
08039,08,44.0,182,8,6
08040,08,44.0,347,16,13
08041,08,44.0,86,4,3
08043,08,44.0,549,26,20
08044,08,44.0,27,1,1
08045,08,44.0,112,5,4
08046,08,44.0,66,3,2
08047,08,44.0,8,0,0
08048,08,44.0,163,7,6
08049,08,44.0,52,2,2
08052,08,44.0,38,1,1
08053,08,44.0,912,44,34
08055,08,44.0,147,7,5
08056,08,44.0,5,0,0
08057,08,44.0,62,3,2
08058,08,44.0,89,4,3
08059,08,44.0,14,0,0
08060,08,44.0,73,3,2
08061,08,44.0,15,0,0
08062,08,44.0,46,2,1
08063,08,44.0,54,2,2
08064,08,44.0,120,5,4
08065,08,44.0,1,0,0
08066,08,44.0,26,1,1
08067,08,44.0,451,21,17
08069,08,44.0,64,3,2
08070,08,44.0,99,4,3
08071,08,44.0,54,2,2
08073,08,44.0,43,2,1
08074,08,44.0,21,1,0
08075,08,44.0,54,2,2
08076,08,44.0,361,17,13
08077,08,44.0,3,0,0
08078,08,44.0,345,16,13
08080,08,44.0,49,2,1
08081,08,44.0,1971,95,75
08082,08,44.0,29,1,1
08083,08,44.0,151,7,5
08084,08,44.0,56,2,2
08085,08,44.0,86,4,3
08086,08,44.0,37,1,1
08087,08,44.0,64,3,2
08088,08,44.0,51,2,1
08089,08,44.0,110,5,4
08090,08,44.0,1059,51,40
08092,08,44.0,77,3,2
08094,08,44.0,21,1,0
08095,08,44.0,72,3,2
08096,08,44.0,234,11,8
08097,08,44.0,174,8,6
08098,08,44.0,2,0,0
08099,08,44.0,51,2,1
08100,08,44.0,5,0,0
08101,08,44.0,68,3,2
08102,08,44.0,32,1,1
08103,08,44.0,84,4,3
08104,08,44.0,1,0,0
08105,08,44.0,17556,850,670
08106,08,44.0,31,1,1
08107,08,44.0,512,24,19
08109,08,44.0,52,2,2
08110,08,44.0,63,3,2
08111,08,44.0,276,13,10
08113,08,44.0,132,6,5
08115,08,44.0,195,9,7
08116,08,44.0,395,19,15
08117,08,44.0,24,1,0
08119,08,44.0,137,6,5
08120,08,44.0,21,1,0
08121,08,44.0,58,2,2
08122,08,44.0,297,14,11
08123,08,44.0,7,0,0
08124,08,44.0,100,4,3
08125,08,44.0,89,4,3
08126,08,44.0,85,4,3
08128,08,44.0,25,1,0
08130,08,44.0,29,1,1
08131,08,44.0,5,0,0
08132,08,44.0,77,3,2
08133,08,44.0,197,9,7
08134,08,44.0,32,1,1
08135,08,44.0,17,0,0
08136,08,44.0,139,6,5
08137,08,44.0,177,8,6
08138,08,44.0,91,4,3
08139,08,44.0,365,17,13
08140,08,44.0,367,17,14
08141,08,44.0,71,3,2
08142,08,44.0,742,35,28
08143,08,44.0,27,1,1
08144,08,44.0,36,1,1
08145,08,44.0,830,40,31
08146,08,44.0,41,2,1
08147,08,44.0,33,1,1
08148,08,44.0,107,5,4
08149,08,44.0,18,0,0
08150,08,44.0,32,1,1
08151,08,44.0,118,5,4
08153,08,44.0,151,7,5
08154,08,44.0,26,1,1
08155,08,44.0,39,1,1
08156,08,44.0,194,9,7
08158,08,44.0,110,5,4
08159,08,44.0,51,2,1
08160,08,44.0,31,1,1
08161,08,44.0,15,0,0
08162,08,44.0,79,3,3
08163,08,44.0,49,2,1
08164,08,44.0,66,3,2
08165,08,44.0,22,1,0
08166,08,44.0,104,5,4
08167,08,44.0,38,1,1
08168,08,44.0,23,1,0
08169,08,44.0,47,2,1
08170,08,44.0,43,2,1
08171,08,44.0,43,2,1
08172,08,44.0,78,3,3
08173,08,44.0,604,29,23
08174,08,44.0,903,43,34
08175,08,44.0,42,2,1
08176,08,44.0,20,1,0
08178,08,44.0,27,1,1
08179,08,44.0,232,11,8
08180,08,44.0,636,30,24
08182,08,44.0,21,1,0
08183,08,44.0,388,18,14
08184,08,44.0,5,0,0
08185,08,44.0,1317,63,50
08186,08,44.0,19,0,0
08187,08,44.0,126,6,4
08188,08,44.0,361,17,13
08189,08,44.0,22,1,0
08190,08,44.0,2650,128,101
08191,08,44.0,385,18,14
08192,08,44.0,31,1,1
08193,08,44.0,57,2,2
08194,08,44.0,296,14,11
08195,08,44.0,129,6,4
08196,08,44.0,39,1,1
08197,08,44.0,2,0,0
08198,08,44.0,216,10,8
08199,08,44.0,330,15,12
08200,08,44.0,31,1,1
08201,08,44.0,36,1,1
08202,08,44.0,201,9,7
08203,08,44.0,109,5,4
08204,08,44.0,36,1,1
08205,08,44.0,34,1,1
08206,08,44.0,152,7,5
08207,08,44.0,51,2,1
08208,08,44.0,54,2,2
08209,08,44.0,179,8,6
08210,08,44.0,9,0,0
08211,08,44.0,287,13,10
08212,08,44.0,205,9,7
08214,08,44.0,128,6,4
08215,08,44.0,0,0,0
08216,08,44.0,64,3,2
08217,08,44.0,36,1,1
08218,08,44.0,589,28,22
08219,08,44.0,16,0,0
08220,08,44.0,79,3,3
08222,08,44.0,721,34,27
08223,08,44.0,18,0,0
08225,08,44.0,27,1,1
08226,08,44.0,77,3,2
08228,08,44.0,79,3,3
08229,08,44.0,54,2,2
08230,08,44.0,100,4,3
08232,08,44.0,162,7,6
08233,08,44.0,18,0,0
08234,08,44.0,38,1,1
08235,08,44.0,160,7,6
08236,08,44.0,65,3,2
08237,08,44.0,236,11,9
08238,08,44.0,35,1,1
08239,08,44.0,403,19,15
08240,08,44.0,31,1,1
08242,08,44.0,154,7,5
08243,08,44.0,25,1,0
08244,08,44.0,7,0,0
08245,08,44.0,14,0,0
08246,08,44.0,7,0,0
08247,08,44.0,50,2,1
08248,08,44.0,272,13,10
08249,08,44.0,38,1,1
08250,08,44.0,73,3,2
08251,08,44.0,30,1,1
08252,08,44.0,20,1,0
08254,08,44.0,220,10,8
08255,08,44.0,103,5,3
08256,08,44.0,33,1,1
08257,08,44.0,59,2,2
08259,08,44.0,26,1,1
08260,08,44.0,252,12,9
08262,08,44.0,216,10,8
08263,08,44.0,416,20,15
08264,08,44.0,201,9,7
08268,08,44.0,30,1,1
08269,08,44.0,31,1,1
08271,08,44.0,41,2,1
08272,08,44.0,23,1,0
08273,08,44.0,6,0,0
08274,08,44.0,41,2,1
08275,08,44.0,33,1,1
08276,08,44.0,287,13,10
08277,08,44.0,53,2,2
08278,08,44.0,37,1,1
08279,08,44.0,20,1,0
08280,08,44.0,28,1,1
08281,08,44.0,107,5,4
08282,08,44.0,404,19,15
08283,08,44.0,13,0,0
08284,08,44.0,357,17,13
08286,08,44.0,11,0,0
08287,08,44.0,50,2,1
08288,08,44.0,40,1,1
08289,08,44.0,256,12,9
08291,08,44.0,69,3,2
08293,08,44.0,21,1,0
08294,08,44.0,54,2,2
08295,08,44.0,23,1,0
08296,08,44.0,49,2,1
08297,08,44.0,67,3,2
08298,08,44.0,590,28,22
08300,08,44.0,7,0,0
08301,08,44.0,4,0,0
08302,08,44.0,851,41,32
08303,08,44.0,117,5,4
08304,08,44.0,7,0,0
08305,08,44.0,96,4,3
08306,08,44.0,1,0,0
08307,08,44.0,7,0,0
08308,08,44.0,6,0,0
08309,08,44.0,3,0,0
08310,08,44.0,27,1,1
08311,08,44.0,829,40,31
08312,08,44.0,28,1,1
08313,08,44.0,54,2,2
08314,08,44.0,239,11,9
08315,08,44.0,4,0,0
08316,08,44.0,402,19,15
08317,08,44.0,46,2,1
08318,08,44.0,143,6,5
08319,08,44.0,122,5,4
08320,08,44.0,233,11,8
08321,08,44.0,27,1,1
08322,08,44.0,148,7,5
08323,08,44.0,69,3,2
08324,08,44.0,45,2,1
08325,08,44.0,1,0,0
08326,08,44.0,54,2,2
08327,08,44.0,813,39,31
08328,08,44.0,2249,108,85
08329,08,44.0,159,7,6
08330,08,44.0,234,11,8
08331,08,44.0,260,12,9
08332,08,44.0,17,0,0
08333,08,44.0,93,4,3
08334,08,44.0,13,0,0
08335,08,44.0,7,0,0
08336,08,44.0,43,2,1
08338,08,44.0,75,3,2
08339,08,44.0,99,4,3
08340,08,44.0,63,3,2
08341,08,44.0,293,14,11
08342,08,44.0,99,4,3
08343,08,44.0,444,21,16
08344,08,44.0,52,2,2
08346,08,44.0,487,23,18
08347,08,44.0,89,4,3
08348,08,44.0,54,2,2
08349,08,44.0,233,11,8
08350,08,44.0,81,3,3
08351,08,44.0,30,1,1
08352,08,44.0,85,4,3
08353,08,44.0,292,14,11
08354,08,44.0,309,14,11
08355,08,44.0,145,7,5
08356,08,44.0,65,3,2
08357,08,44.0,311,15,11
08358,08,44.0,94,4,3
08360,08,44.0,71,3,2
08361,08,44.0,621,30,23
08362,08,44.0,2784,134,106
08363,08,44.0,2484,120,94
08364,08,44.0,49,2,1
08365,08,44.0,530,25,20
08366,08,44.0,281,13,10
08367,08,44.0,858,41,32
08368,08,44.0,37,1,1
08369,08,44.0,55,2,2
08370,08,44.0,223,10,8
08372,08,44.0,30,1,1
08373,08,44.0,100,4,3
08374,08,44.0,50,2,1
08375,08,44.0,70,3,2
08376,08,44.0,103,5,3
08377,08,44.0,56,2,2
08378,08,44.0,43,2,1
08379,08,44.0,94,4,3
08380,08,44.0,81,3,3
08381,08,44.0,330,16,12
08382,08,44.0,41,2,1
08383,08,44.0,42,2,1
08384,08,44.0,15,0,0
08385,08,44.0,422,20,16
08386,08,44.0,121,5,4
08387,08,44.0,28,1,1
08388,08,44.0,137,6,5
08389,08,44.0,136,6,5
08390,08,44.0,34,1,1
08391,08,44.0,354,17,13
08392,08,44.0,87,4,3
08393,08,44.0,26,1,1
08394,08,44.0,31,1,1
08395,08,44.0,24,1,0
08396,08,44.0,14,0,0
08397,08,44.0,4,0,0
08398,08,44.0,10,0,0
08399,08,44.0,53,2,2
08400,08,44.0,196,9,7
08401,08,44.0,93,4,3
08402,08,44.0,325,15,12
08403,08,44.0,692,33,26
08404,08,44.0,81,3,3
08405,08,44.0,102,4,3
08406,08,44.0,85,4,3
08407,08,44.0,9,0,0
08408,08,44.0,157,7,6
08409,08,44.0,6221,301,237
08410,08,44.0,78,3,3
08411,08,44.0,37,1,1
08412,08,44.0,66,3,2
08413,08,44.0,103,5,3
08415,08,44.0,130,6,4
08416,08,44.0,24,1,0
08417,08,44.0,59,2,2
08418,08,44.0,67,3,2
08419,08,44.0,528,25,20
08420,08,44.0,447,21,17
08421,08,44.0,38,1,1
08422,08,44.0,54,2,2
08424,08,44.0,45,2,1
08425,08,44.0,3,0,0
08426,08,44.0,42,2,1
08427,08,44.0,33,1,1
08428,08,44.0,58,2,2
08429,08,44.0,202,9,7
08430,08,44.0,17,0,0
08431,08,44.0,11,0,0
08432,08,44.0,42,2,1
08433,08,44.0,26,1,1
08434,08,44.0,23,1,0
08435,08,44.0,267,12,10
08436,08,44.0,105,5,4
08437,08,44.0,69,3,2
08438,08,44.0,42,2,1
08439,08,44.0,19,0,0
08440,08,44.0,63,3,2
08444,08,44.0,41,2,1
08445,08,44.0,163,7,6
08446,08,44.0,31,1,1
08448,08,44.0,403,19,15
08449,08,44.0,245,11,9
08450,08,44.0,88,4,3
08451,08,44.0,133,6,5
08452,08,44.0,106,5,4
08453,08,44.0,7,0,0
08454,08,44.0,35,1,1
08455,08,44.0,34,1,1
08456,08,44.0,93,4,3
08457,08,44.0,392,19,15
08458,08,44.0,69,3,2
08459,08,44.0,65,3,2
08460,08,44.0,62,3,2
08461,08,44.0,81,3,3
08462,08,44.0,47,2,1
08463,08,44.0,3,0,0
08464,08,44.0,32,1,1
08465,08,44.0,18,0,0
08466,08,44.0,28,1,1
08467,08,44.0,12,0,0
08468,08,44.0,80,3,3
08469,08,44.0,191,9,7
08470,08,44.0,4,0,0
08471,08,44.0,10,0,0
08472,08,44.0,116,5,4
08473,08,44.0,122,5,4
08476,08,44.0,148,7,5
08477,08,44.0,10,0,0
08478,08,44.0,50,2,1
08479,08,44.0,86,4,3
08480,08,44.0,1342,65,51
08481,08,44.0,51,2,1
08482,08,44.0,42,2,1
08483,08,44.0,184,8,7
08484,08,44.0,35,1,1
08485,08,44.0,86,4,3
08486,08,44.0,575,27,22
08487,08,44.0,760,36,29
08488,08,44.0,1157,56,44
08489,08,44.0,91,4,3
08490,08,44.0,1619,78,61
08491,08,44.0,1402,67,53
08492,08,44.0,124,6,4
08494,08,44.0,194,9,7
08496,08,44.0,55,2,2
08497,08,44.0,503,24,19
08498,08,44.0,128,6,4
08499,08,44.0,131,6,5
08500,08,44.0,31,1,1
08501,08,44.0,15,0,0
08502,08,44.0,42,2,1
08503,08,44.0,19,0,0
09001,09,76.0,51,1,1
09002,09,76.0,431,10,8
09003,09,76.0,303,7,6
09004,09,76.0,100,2,2
09005,09,76.0,32,0,0
09006,09,76.0,10,0,0
09007,09,76.0,58,1,1
09008,09,76.0,83,2,1
09009,09,76.0,196,5,4
09011,09,76.0,46,1,0
09012,09,76.0,14,0,0
09013,09,76.0,43,1,0
09014,09,76.0,150,3,3
09015,09,76.0,517,13,10
09016,09,76.0,56,1,1
09017,09,76.0,93,2,1
09018,09,76.0,56,1,1
09019,09,76.0,377,9,7
09020,09,76.0,36,0,0
09021,09,76.0,100,2,2
09022,09,76.0,161,4,3
09023,09,76.0,91,2,1
09024,09,76.0,177,4,3
09025,09,76.0,42,1,0
09026,09,76.0,45,1,0
09027,09,76.0,59,1,1
09029,09,76.0,46,1,0
09030,09,76.0,342,8,7
09031,09,76.0,29,0,0
09032,09,76.0,769,19,16
09033,09,76.0,27,0,0
09034,09,76.0,21,0,0
09035,09,76.0,145,3,3
09037,09,76.0,30,0,0
09038,09,76.0,220,5,4
09039,09,76.0,151,3,3
09040,09,76.0,113,2,2
09041,09,76.0,55,1,1
09042,09,76.0,590,15,12
09043,09,76.0,472,12,9
09044,09,76.0,138,3,2
09045,09,76.0,71,1,1
09046,09,76.0,51,1,1
09047,09,76.0,620,15,12
09048,09,76.0,49,1,1
09049,09,76.0,132,3,2
09050,09,76.0,271,6,5
09051,09,76.0,118,3,2
09052,09,76.0,110,2,2
09053,09,76.0,13,0,0
09054,09,76.0,148,3,3
09055,09,76.0,74,1,1
09056,09,76.0,263,6,5
09057,09,76.0,153,3,3
09058,09,76.0,129,3,2
09059,09,76.0,34,0,0
09060,09,76.0,466,11,9
09061,09,76.0,298,7,6
09062,09,76.0,62,1,1
09063,09,76.0,21,0,0
09064,09,76.0,27,0,0
09065,09,76.0,153,3,3
09066,09,76.0,408,10,8
09067,09,76.0,150,3,3
09068,09,76.0,36,0,0
09069,09,76.0,18,0,0
09070,09,76.0,204,5,4
09071,09,76.0,65,1,1
09072,09,76.0,24,0,0
09073,09,76.0,129,3,2
09074,09,76.0,39,1,0
09075,09,76.0,144,3,3
