codgeo,dep,reg,weight_dep,weight_reg,weight_fr
22243,22,53.0,76,13,6
22244,22,53.0,82,14,7
22245,22,53.0,161,29,13
22246,22,53.0,320,57,27
22248,22,53.0,299,54,25
22249,22,53.0,83,15,7
22250,22,53.0,178,32,15
22251,22,53.0,1202,217,102
22254,22,53.0,157,28,13
22255,22,53.0,135,24,11
22256,22,53.0,181,32,15
22257,22,53.0,64,11,5
22258,22,53.0,652,117,55
22259,22,53.0,644,116,54
22260,22,53.0,96,17,8
22261,22,53.0,47,8,4
22262,22,53.0,502,90,42
22263,22,53.0,39,7,3
22264,22,53.0,440,79,37
22265,22,53.0,255,46,21
22266,22,53.0,543,98,46
22267,22,53.0,63,11,5
22268,22,53.0,96,17,8
22269,22,53.0,17,3,1
22271,22,53.0,56,10,4
22272,22,53.0,361,65,30
22273,22,53.0,359,64,30
22274,22,53.0,51,9,4
22275,22,53.0,197,35,16
22276,22,53.0,42,7,3
22277,22,53.0,378,68,32
22278,22,53.0,8115,1464,691
22279,22,53.0,166,30,14
22280,22,53.0,154,27,13
22281,22,53.0,254,45,21
22282,22,53.0,581,104,49
22283,22,53.0,136,24,11
22284,22,53.0,37,6,3
22285,22,53.0,31,5,2
22286,22,53.0,48,8,4
22287,22,53.0,218,39,18
22288,22,53.0,55,10,4
22289,22,53.0,12,2,1
22291,22,53.0,33,6,2
22293,22,53.0,62,11,5
22294,22,53.0,45,8,3
22295,22,53.0,57,10,4
22296,22,53.0,90,16,7
22299,22,53.0,232,42,19
22300,22,53.0,65,11,5
22302,22,53.0,164,29,14
22304,22,53.0,111,20,9
22305,22,53.0,85,15,7
22306,22,53.0,95,17,8
22307,22,53.0,331,59,28
22308,22,53.0,105,19,8
22309,22,53.0,31,5,2
22310,22,53.0,77,14,6
22311,22,53.0,130,23,11
22312,22,53.0,36,6,3
22313,22,53.0,49,9,4
22314,22,53.0,56,10,4
22315,22,53.0,47,8,4
22316,22,53.0,73,13,6
22317,22,53.0,42,7,3
22318,22,53.0,51,9,4
22319,22,53.0,48,8,4
22320,22,53.0,28,5,2
22321,22,53.0,267,48,22
22322,22,53.0,62,11,5
22323,22,53.0,108,19,9
22324,22,53.0,208,37,17
22325,22,53.0,518,93,44
22326,22,53.0,62,11,5
22327,22,53.0,240,43,20
22328,22,53.0,62,11,5
22330,22,53.0,64,11,5
22331,22,53.0,14,2,1
22332,22,53.0,84,15,7
22333,22,53.0,118,21,10
22334,22,53.0,23,4,2
22335,22,53.0,27,4,2
22337,22,53.0,159,28,13
22338,22,53.0,125,22,10
22339,22,53.0,385,69,32
22340,22,53.0,193,34,16
22341,22,53.0,111,20,9
22342,22,53.0,68,12,5
22343,22,53.0,652,117,55
22344,22,53.0,129,23,11
22345,22,53.0,133,24,11
22346,22,53.0,150,27,12
22347,22,53.0,165,29,14
22348,22,53.0,66,11,5
22349,22,53.0,245,44,20
22350,22,53.0,32,5,2
22351,22,53.0,87,15,7
22352,22,53.0,42,7,3
22353,22,53.0,406,73,34
22354,22,53.0,143,25,12
22356,22,53.0,157,28,13
22358,22,53.0,90,16,7
22359,22,53.0,40,7,3
22360,22,53.0,1466,264,124
22361,22,53.0,86,15,7
22362,22,53.0,472,85,40
22363,22,53.0,220,39,18
22364,22,53.0,464,83,39
22365,22,53.0,15,2,1
22366,22,53.0,67,12,5
22368,22,53.0,121,21,10
22369,22,53.0,125,22,10
22370,22,53.0,44,8,3
22371,22,53.0,185,33,15
22372,22,53.0,341,61,29
22373,22,53.0,17,3,1
22375,22,53.0,85,15,7
22376,22,53.0,273,49,23
22377,22,53.0,132,23,11
22378,22,53.0,34,6,2
22379,22,53.0,226,40,19
22380,22,53.0,86,15,7
22381,22,53.0,59,10,5
22383,22,53.0,34,6,2
22384,22,53.0,177,32,15
22385,22,53.0,177,31,15
22386,22,53.0,128,23,10
22387,22,53.0,225,40,19
22388,22,53.0,211,38,18
22389,22,53.0,844,152,71
22390,22,53.0,94,17,8
22391,22,53.0,179,32,15
23001,23,75.0,1252,23,20
23002,23,75.0,1010,19,16
23003,23,75.0,113,2,1
23004,23,75.0,508,9,8
23005,23,75.0,65,1,1
23006,23,75.0,198,3,3
23007,23,75.0,206,3,3
23008,23,75.0,3345,63,53
23009,23,75.0,72,1,1
23010,23,75.0,30,0,0
23011,23,75.0,47,0,0
23012,23,75.0,33,0,0
23013,23,75.0,1201,22,19
23014,23,75.0,23,0,0
23015,23,75.0,669,12,10
23016,23,75.0,161,3,2
23017,23,75.0,56,1,0
23018,23,75.0,236,4,3
23019,23,75.0,23,0,0
23020,23,75.0,408,7,6
23021,23,75.0,749,14,11
23022,23,75.0,321,6,5
23023,23,75.0,21,0,0
23024,23,75.0,399,7,6
23025,23,75.0,1146,21,18
23026,23,75.0,296,5,4
23027,23,75.0,163,3,2
23028,23,75.0,97,1,1
23029,23,75.0,83,1,1
23030,23,75.0,2519,47,40
23031,23,75.0,1238,23,19
23032,23,75.0,602,11,9
23033,23,75.0,350,6,5
23034,23,75.0,21,0,0
23035,23,75.0,671,12,10
23036,23,75.0,959,18,15
23037,23,75.0,74,1,1
23038,23,75.0,90,1,1
23039,23,75.0,403,7,6
23040,23,75.0,127,2,2
23041,23,75.0,197,3,3
23042,23,75.0,106,2,1
23043,23,75.0,90,1,1
23044,23,75.0,19,0,0
23045,23,75.0,781,14,12
23046,23,75.0,12,0,0
23047,23,75.0,222,4,3
23048,23,75.0,373,7,5
23049,23,75.0,234,4,3
23050,23,75.0,129,2,2
23051,23,75.0,21,0,0
23052,23,75.0,371,7,5
23053,23,75.0,179,3,2
23054,23,75.0,190,3,3
23055,23,75.0,3,0,0
23056,23,75.0,262,4,4
23057,23,75.0,508,9,8
23058,23,75.0,108,2,1
23059,23,75.0,90,1,1
23060,23,75.0,135,2,2
23061,23,75.0,724,13,11
23062,23,75.0,460,8,7
23063,23,75.0,136,2,2
23064,23,75.0,570,10,9
23065,23,75.0,154,2,2
23066,23,75.0,190,3,3
23067,23,75.0,538,10,8
23068,23,75.0,429,8,6
23069,23,75.0,366,6,5
23070,23,75.0,396,7,6
23071,23,75.0,181,3,2
23072,23,75.0,103,1,1
23073,23,75.0,362,6,5
23074,23,75.0,161,3,2
23075,23,75.0,993,18,15
23076,23,75.0,1202,22,19
23077,23,75.0,348,6,5
23078,23,75.0,71,1,1
23079,23,75.0,1348,25,21
23080,23,75.0,83,1,1
23081,23,75.0,277,5,4
23082,23,75.0,273,5,4
23083,23,75.0,218,4,3
23084,23,75.0,129,2,2
23086,23,75.0,218,4,3
23087,23,75.0,469,8,7
23088,23,75.0,127,2,2
23089,23,75.0,660,12,10
23090,23,75.0,302,5,4
23091,23,75.0,143,2,2
23092,23,75.0,426,8,6
23093,23,75.0,1455,27,23
23095,23,75.0,1096,20,17
23096,23,75.0,12579,238,200
23097,23,75.0,245,4,3
23098,23,75.0,19,0,0
23099,23,75.0,229,4,3
23100,23,75.0,428,8,6
23101,23,75.0,351,6,5
23102,23,75.0,307,5,4
23103,23,75.0,252,4,4
23104,23,75.0,103,1,1
23105,23,75.0,573,10,9
23106,23,75.0,255,4,4
23107,23,75.0,103,1,1
23108,23,75.0,117,2,1
23109,23,75.0,76,1,1
23110,23,75.0,5,0,0
23111,23,75.0,152,2,2
23112,23,75.0,616,11,9
23113,23,75.0,246,4,3
23114,23,75.0,374,7,5
23115,23,75.0,104,1,1
23116,23,75.0,447,8,7
23117,23,75.0,277,5,4
23118,23,75.0,174,3,2
23119,23,75.0,31,0,0
23120,23,75.0,71,1,1
23122,23,75.0,76,1,1
23123,23,75.0,85,1,1
23124,23,75.0,639,12,10
23125,23,75.0,79,1,1
23127,23,75.0,83,1,1
23128,23,75.0,119,2,1
23129,23,75.0,62,1,0
23130,23,75.0,419,7,6
23131,23,75.0,653,12,10
23132,23,75.0,364,6,5
23133,23,75.0,325,6,5
23134,23,75.0,181,3,2
23136,23,75.0,255,4,4
23137,23,75.0,497,9,7
23138,23,75.0,159,3,2
23139,23,75.0,300,5,4
23140,23,75.0,380,7,6
23141,23,75.0,573,10,9
23142,23,75.0,250,4,4
23143,23,75.0,474,9,7
23144,23,75.0,227,4,3
23145,23,75.0,250,4,4
23146,23,75.0,154,2,2
23147,23,75.0,88,1,1
23148,23,75.0,191,3,3
23149,23,75.0,451,8,7
23150,23,75.0,129,2,2
23151,23,75.0,282,5,4
23152,23,75.0,8,0,0
23154,23,75.0,614,11,9
23155,23,75.0,344,6,5
23156,23,75.0,72,1,1
23157,23,75.0,74,1,1
23158,23,75.0,135,2,2
23159,23,75.0,140,2,2
23160,23,75.0,236,4,3
23162,23,75.0,248,4,3
23164,23,75.0,378,7,6
23165,23,75.0,517,9,8
23166,23,75.0,83,1,1
23167,23,75.0,314,5,5
23168,23,75.0,657,12,10
23169,23,75.0,458,8,7
23170,23,75.0,168,3,2
23171,23,75.0,111,2,1
23172,23,75.0,24,0,0
23173,23,75.0,122,2,1
23174,23,75.0,525,9,8
23175,23,75.0,103,1,1
23176,23,75.0,4966,94,79
23177,23,75.0,945,17,15
23178,23,75.0,167,3,2
23179,23,75.0,168,3,2
23180,23,75.0,447,8,7
23181,23,75.0,163,3,2
23182,23,75.0,151,2,2
23183,23,75.0,78,1,1
23184,23,75.0,83,1,1
23185,23,75.0,255,4,4
23186,23,75.0,129,2,2
23187,23,75.0,74,1,1
23188,23,75.0,67,1,1
23189,23,75.0,934,17,14
23190,23,75.0,159,3,2
23191,23,75.0,198,3,3
23192,23,75.0,1272,24,20
23193,23,75.0,2244,42,35
23194,23,75.0,30,0,0
23195,23,75.0,957,18,15
23196,23,75.0,227,4,3
23197,23,75.0,323,6,5
23198,23,75.0,39,0,0
23199,23,75.0,314,5,5
23200,23,75.0,71,1,1
23201,23,75.0,63,1,1
23202,23,75.0,181,3,2
23203,23,75.0,193,3,3
23204,23,75.0,117,2,1
23205,23,75.0,127,2,2
23206,23,75.0,453,8,7
23207,23,75.0,181,3,2
23208,23,75.0,309,5,4
23209,23,75.0,53,1,0
23210,23,75.0,110,2,1
23211,23,75.0,355,6,5
23212,23,75.0,33,0,0
23213,23,75.0,149,2,2
23214,23,75.0,227,4,3
23215,23,75.0,110,2,1
23216,23,75.0,39,0,0
23217,23,75.0,284,5,4
23218,23,75.0,85,1,1
23219,23,75.0,1114,21,17
23220,23,75.0,504,9,8
23221,23,75.0,76,1,1
23222,23,75.0,151,2,2
23223,23,75.0,142,2,2
23224,23,75.0,14,0,0
23225,23,75.0,23,0,0
23226,23,75.0,55,1,0
23227,23,75.0,175,3,2
23228,23,75.0,56,1,0
23229,23,75.0,254,4,4
23230,23,75.0,44,0,0
23232,23,75.0,177,3,2
23233,23,75.0,115,2,1
23234,23,75.0,135,2,2
23235,23,75.0,700,13,11
23236,23,75.0,106,2,1
23237,23,75.0,47,0,0
23238,23,75.0,328,6,5
23239,23,75.0,486,9,7
23240,23,75.0,280,5,4
23241,23,75.0,87,1,1
23242,23,75.0,197,3,3
23243,23,75.0,131,2,2
23244,23,75.0,447,8,7
23245,23,75.0,1741,33,27
23246,23,75.0,246,4,3
23247,23,75.0,1586,30,25
23248,23,75.0,314,5,5
23249,23,75.0,198,3,3
23250,23,75.0,122,2,1
23251,23,75.0,37,0,0
23252,23,75.0,135,2,2
23253,23,75.0,170,3,2
23254,23,75.0,113,2,1
23255,23,75.0,106,2,1
23257,23,75.0,668,12,10
23258,23,75.0,264,5,4
23259,23,75.0,28,0,0
23260,23,75.0,135,2,2
23261,23,75.0,239,4,3
23262,23,75.0,147,2,2
23263,23,75.0,271,5,4
23264,23,75.0,12,0,0
23265,23,75.0,5,0,0
23266,23,75.0,135,2,2
24001,24,75.0,155,10,8
24002,24,75.0,428,29,24
24004,24,75.0,78,5,4
24005,24,75.0,59,4,3
24006,24,75.0,51,3,2
24007,24,75.0,129,8,7
24008,24,75.0,150,10,8
24009,24,75.0,55,3,3
24010,24,75.0,365,24,20
24011,24,75.0,289,19,16
24012,24,75.0,50,3,2
24014,24,75.0,153,10,8
24015,24,75.0,69,4,3
24016,24,75.0,185,12,10
24018,24,75.0,73,4,4
24019,24,75.0,112,7,6
24020,24,75.0,223,15,12
24021,24,75.0,103,7,5
24022,24,75.0,20,1,1
24023,24,75.0,65,4,3
24024,24,75.0,12,0,0
24025,24,75.0,26,1,1
24026,24,75.0,1112,75,63
24027,24,75.0,74,5,4
24028,24,75.0,469,32,26
24029,24,75.0,121,8,6
24030,24,75.0,174,11,9
24031,24,75.0,62,4,3
24032,24,75.0,84,5,4
24034,24,75.0,59,4,3
24035,24,75.0,340,23,19
24036,24,75.0,47,3,2
24037,24,75.0,7400,504,424
24038,24,75.0,103,7,5
24039,24,75.0,39,2,2
24040,24,75.0,139,9,8
24042,24,75.0,156,10,8
24043,24,75.0,35,2,2
24045,24,75.0,59,4,3
24046,24,75.0,28,1,1
24048,24,75.0,83,5,4
24050,24,75.0,83,5,4
24051,24,75.0,56,3,3
24052,24,75.0,32,2,1
24053,24,75.0,2623,178,150
24054,24,75.0,98,6,5
24055,24,75.0,169,11,9
24056,24,75.0,57,3,3
24057,24,75.0,18,1,1
24058,24,75.0,55,3,3
24059,24,75.0,85,5,4
24060,24,75.0,3,0,0
24061,24,75.0,33,2,1
24062,24,75.0,19,1,1
24063,24,75.0,40,2,2
24064,24,75.0,932,63,53
24066,24,75.0,53,3,3
24067,24,75.0,698,47,40
24068,24,75.0,524,35,30
24069,24,75.0,55,3,3
24070,24,75.0,103,7,5
24071,24,75.0,81,5,4
24073,24,75.0,89,6,5
24074,24,75.0,126,8,7
24075,24,75.0,40,2,2
24076,24,75.0,79,5,4
24077,24,75.0,67,4,3
24080,24,75.0,124,8,7
24081,24,75.0,111,7,6
24082,24,75.0,409,27,23
24083,24,75.0,47,3,2
24084,24,75.0,27,1,1
24085,24,75.0,36,2,2
24086,24,75.0,111,7,6
24087,24,75.0,177,12,10
24088,24,75.0,86,5,4
24089,24,75.0,111,7,6
24090,24,75.0,96,6,5
24091,24,75.0,310,21,17
24094,24,75.0,73,4,4
24095,24,75.0,58,3,3
24096,24,75.0,172,11,9
24097,24,75.0,82,5,4
24098,24,75.0,694,47,39
24100,24,75.0,111,7,6
24101,24,75.0,69,4,3
24102,24,75.0,1104,75,63
24104,24,75.0,147,10,8
24105,24,75.0,30,2,1
24106,24,75.0,133,9,7
24107,24,75.0,100,6,5
24108,24,75.0,222,15,12
24109,24,75.0,28,1,1
24110,24,75.0,17,1,1
24111,24,75.0,5,0,0
24113,24,75.0,20,1,1
24114,24,75.0,17,1,1
24115,24,75.0,546,37,31
24116,24,75.0,46,3,2
24117,24,75.0,99,6,5
24119,24,75.0,49,3,2
24120,24,75.0,144,9,8
24121,24,75.0,14,1,0
24122,24,75.0,28,1,1
24123,24,75.0,9,0,0
24124,24,75.0,59,4,3
24126,24,75.0,28,1,1
24128,24,75.0,21,1,1
24129,24,75.0,82,5,4
24130,24,75.0,231,15,13
24131,24,75.0,19,1,1
24132,24,75.0,25,1,1
24133,24,75.0,353,24,20
24134,24,75.0,209,14,12
24135,24,75.0,147,10,8
24136,24,75.0,9,0,0
24137,24,75.0,177,12,10
24138,24,75.0,2048,139,117
24139,24,75.0,517,35,29
24140,24,75.0,384,26,22
24141,24,75.0,48,3,2
24142,24,75.0,309,21,17
24143,24,75.0,171,11,9
24144,24,75.0,24,1,1
24145,24,75.0,429,29,24
24146,24,75.0,30,2,1
24147,24,75.0,228,15,13
24148,24,75.0,75,5,4
24150,24,75.0,135,9,7
24151,24,75.0,6,0,0
24152,24,75.0,210,14,12
24153,24,75.0,95,6,5
24154,24,75.0,87,5,5
24155,24,75.0,105,7,6
24156,24,75.0,278,18,15
24157,24,75.0,210,14,12
24158,24,75.0,98,6,5
24159,24,75.0,86,5,4
24160,24,75.0,113,7,6
24161,24,75.0,32,2,1
24162,24,75.0,101,6,5
24163,24,75.0,39,2,2
24164,24,75.0,327,22,18
24165,24,75.0,104,7,6
24167,24,75.0,697,47,39
24168,24,75.0,106,7,6
24171,24,75.0,132,9,7
24172,24,75.0,244,16,14
24174,24,75.0,13,0,0
24175,24,75.0,43,2,2
24176,24,75.0,0,0,0
24177,24,75.0,155,10,8
24179,24,75.0,158,10,9
24180,24,75.0,75,5,4
24182,24,75.0,373,25,21
24183,24,75.0,35,2,2
24184,24,75.0,35,2,2
24186,24,75.0,47,3,2
24188,24,75.0,140,9,8
24189,24,75.0,113,7,6
24190,24,75.0,56,3,3
24191,24,75.0,14,1,0
24192,24,75.0,25,1,1
24193,24,75.0,80,5,4
24194,24,75.0,404,27,23
24195,24,75.0,26,1,1
24196,24,75.0,78,5,4
24197,24,75.0,170,11,9
24199,24,75.0,97,6,5
24200,24,75.0,110,7,6
24202,24,75.0,39,2,2
24205,24,75.0,148,10,8
24206,24,75.0,25,1,1
24207,24,75.0,111,7,6
24208,24,75.0,49,3,2
24209,24,75.0,8,0,0
24210,24,75.0,214,14,12
24211,24,75.0,94,6,5
24212,24,75.0,198,13,11
24213,24,75.0,44,3,2
24214,24,75.0,196,13,11
24215,24,75.0,44,3,2
24216,24,75.0,30,2,1
24217,24,75.0,68,4,3
24218,24,75.0,279,19,16
24220,24,75.0,133,9,7
24221,24,75.0,10,0,0
24222,24,75.0,673,45,38
24223,24,75.0,755,51,43
24224,24,75.0,176,12,10
24225,24,75.0,628,42,36
24226,24,75.0,311,21,17
24227,24,75.0,258,17,14
24228,24,75.0,106,7,6
24229,24,75.0,426,29,24
24230,24,75.0,12,0,0
24231,24,75.0,3,0,0
24232,24,75.0,3,0,0
24234,24,75.0,51,3,2
24236,24,75.0,245,16,14
24237,24,75.0,266,18,15
24238,24,75.0,9,0,0
24240,24,75.0,64,4,3
24241,24,75.0,106,7,6
24242,24,75.0,29,2,1
24243,24,75.0,216,14,12
24244,24,75.0,40,2,2
24245,24,75.0,68,4,3
24246,24,75.0,66,4,3
24247,24,75.0,19,1,1
24248,24,75.0,56,3,3
24251,24,75.0,126,8,7
24252,24,75.0,184,12,10
24253,24,75.0,592,40,34
24254,24,75.0,49,3,2
24255,24,75.0,94,6,5
24256,24,75.0,791,53,45
24257,24,75.0,56,3,3
24259,24,75.0,384,26,22
24260,24,75.0,142,9,8
24261,24,75.0,58,4,3
24262,24,75.0,82,5,4
24263,24,75.0,74,5,4
24264,24,75.0,461,31,26
24266,24,75.0,361,24,20
24267,24,75.0,16,1,0
24268,24,75.0,168,11,9
24269,24,75.0,126,8,7
24271,24,75.0,116,7,6
24272,24,75.0,115,7,6
24273,24,75.0,70,4,4
24274,24,75.0,207,14,11
24276,24,75.0,55,3,3
24277,24,75.0,31,2,1
24278,24,75.0,19,1,1
24279,24,75.0,3,0,0
24280,24,75.0,119,8,6
24281,24,75.0,50,3,2
24282,24,75.0,37,2,2
24284,24,75.0,33,2,1
24285,24,75.0,66,4,3
24286,24,75.0,112,7,6
24287,24,75.0,11,0,0
24288,24,75.0,55,3,3
24289,24,75.0,372,25,21
24290,24,75.0,42,2,2
24291,24,75.0,745,50,42
24292,24,75.0,112,7,6
24293,24,75.0,80,5,4
24294,24,75.0,1411,96,81
24295,24,75.0,290,19,16
24296,24,75.0,302,20,17
24297,24,75.0,214,14,12
24299,24,75.0,721,49,41
24300,24,75.0,86,5,4
24301,24,75.0,53,3,3
24302,24,75.0,60,4,3
24303,24,75.0,24,1,1
24304,24,75.0,202,13,11
24305,24,75.0,60,4,3
24306,24,75.0,11,0,0
24307,24,75.0,60,4,3
24308,24,75.0,208,14,11
24309,24,75.0,795,54,45
24311,24,75.0,806,55,46
24312,24,75.0,1112,75,63
24313,24,75.0,13,0,0
24314,24,75.0,6,0,0
24316,24,75.0,155,10,8
24317,24,75.0,42,2,2
24318,24,75.0,62,4,3
24319,24,75.0,76,5,4
24320,24,75.0,245,16,14
24321,24,75.0,226,15,12
24322,24,75.0,8001,545,459
24323,24,75.0,44,3,2
24324,24,75.0,136,9,7
24325,24,75.0,25,1,1
24326,24,75.0,47,3,2
24327,24,75.0,9,0,0
24328,24,75.0,282,19,16
24329,24,75.0,324,22,18
24330,24,75.0,180,12,10
24331,24,75.0,188,12,10
24334,24,75.0,47,3,2
24335,24,75.0,660,45,37
24336,24,75.0,139,9,8
24337,24,75.0,11,0,0
24338,24,75.0,108,7,6
24339,24,75.0,41,2,2
24340,24,75.0,1061,72,60
24341,24,75.0,215,14,12
24345,24,75.0,117,8,6
24346,24,75.0,64,4,3
24347,24,75.0,34,2,1
24348,24,75.0,53,3,3
24349,24,75.0,63,4,3
24350,24,75.0,598,40,34
24351,24,75.0,77,5,4
24352,24,75.0,1020,69,58
24353,24,75.0,43,2,2
24354,24,75.0,780,53,44
24355,24,75.0,109,7,6
24356,24,75.0,394,26,22
24357,24,75.0,74,5,4
24359,24,75.0,30,2,1
24360,24,75.0,43,2,2
24361,24,75.0,71,4,4
24362,24,75.0,400,27,22
24364,24,75.0,133,9,7
24365,24,75.0,54,3,3
24366,24,75.0,187,12,10
24367,24,75.0,18,1,1
24370,24,75.0,472,32,27
24371,24,75.0,122,8,7
24372,24,75.0,1418,96,81
24373,24,75.0,80,5,4
24374,24,75.0,53,3,3
24375,24,75.0,11,0,0
24376,24,75.0,367,25,21
24377,24,75.0,40,2,2
24378,24,75.0,20,1,1
24379,24,75.0,101,6,5
24380,24,75.0,109,7,6
24381,24,75.0,31,2,1
24382,24,75.0,126,8,7
24383,24,75.0,12,0,0
24384,24,75.0,6,0,0
24385,24,75.0,17,1,1
24386,24,75.0,57,3,3
24388,24,75.0,110,7,6
24390,24,75.0,85,5,4
24392,24,75.0,125,8,7
24393,24,75.0,5,0,0
24394,24,75.0,37,2,2
24395,24,75.0,91,6,5
24396,24,75.0,403,27,23
24397,24,75.0,62,4,3
24398,24,75.0,141,9,8
24399,24,75.0,25,1,1
24401,24,75.0,59,4,3
24403,24,75.0,16,1,0
24404,24,75.0,43,2,2
24405,24,75.0,43,2,2
24406,24,75.0,35,2,2
24407,24,75.0,29,2,1
24408,24,75.0,46,3,2
24409,24,75.0,302,20,17
24410,24,75.0,128,8,7
24411,24,75.0,37,2,2
24412,24,75.0,217,14,12
24413,24,75.0,30,2,1
24414,24,75.0,68,4,3
24415,24,75.0,56,3,3
24416,24,75.0,41,2,2
24417,24,75.0,122,8,7
24418,24,75.0,236,16,13
24419,24,75.0,174,11,10
24420,24,75.0,29,1,1
24421,24,75.0,21,1,1
24422,24,75.0,10,0,0
24423,24,75.0,46,3,2
24424,24,75.0,9,0,0
24425,24,75.0,69,4,4
24426,24,75.0,43,2,2
24428,24,75.0,151,10,8
24429,24,75.0,30,2,1
24432,24,75.0,153,10,8
24434,24,75.0,9,0,0
24436,24,75.0,248,16,14
24437,24,75.0,220,15,12
24438,24,75.0,61,4,3
24441,24,75.0,10,0,0
24442,24,75.0,527,35,30
24443,24,75.0,119,8,6
24444,24,75.0,73,4,4
24445,24,75.0,31,2,1
24446,24,75.0,11,0,0
24448,24,75.0,92,6,5
24449,24,75.0,243,16,13
24450,24,75.0,149,10,8
24451,24,75.0,179,12,10
24452,24,75.0,47,3,2
24453,24,75.0,89,6,5
24454,24,75.0,168,11,9
24455,24,75.0,178,12,10
24456,24,75.0,48,3,2
24457,24,75.0,32,2,1
24458,24,75.0,66,4,3
24459,24,75.0,53,3,3
24460,24,75.0,81,5,4
24461,24,75.0,205,13,11
24462,24,75.0,448,30,25
24463,24,75.0,102,6,5
24464,24,75.0,57,3,3
24465,24,75.0,44,3,2
24466,24,75.0,53,3,3
24468,24,75.0,75,5,4
24470,24,75.0,65,4,3
24471,24,75.0,125,8,7
24472,24,75.0,197,13,11
24473,24,75.0,68,4,3
24474,24,75.0,41,2,2
24476,24,75.0,10,0,0
24477,24,75.0,53,3,3
24478,24,75.0,54,3,3
24479,24,75.0,308,21,17
24480,24,75.0,68,4,3
24481,24,75.0,119,8,6
24482,24,75.0,36,2,2
24483,24,75.0,32,2,1
24484,24,75.0,176,12,10
24485,24,75.0,102,6,5
24486,24,75.0,62,4,3
24487,24,75.0,393,26,22
24488,24,75.0,95,6,5
24489,24,75.0,50,3,2
24490,24,75.0,256,17,14
24491,24,75.0,144,9,8
24492,24,75.0,13,0,0
24493,24,75.0,24,1,1
24494,24,75.0,113,7,6
24495,24,75.0,5,0,0
24496,24,75.0,42,2,2
24498,24,75.0,188,12,10
24499,24,75.0,168,11,9
24500,24,75.0,35,2,2
24501,24,75.0,128,8,7
24502,24,75.0,25,1,1
24504,24,75.0,37,2,2
24505,24,75.0,46,3,2
24507,24,75.0,6,0,0
24508,24,75.0,21,1,1
24509,24,75.0,140,9,8
24510,24,75.0,94,6,5
24511,24,75.0,32,2,1
24512,24,75.0,36,2,2
24513,24,75.0,41,2,2
24514,24,75.0,30,2,1
24515,24,75.0,138,9,7
24516,24,75.0,294,20,16
24517,24,75.0,15,1,0
24518,24,75.0,31,2,1
24519,24,75.0,104,7,5
24520,24,75.0,2350,160,134
24521,24,75.0,238,16,13
24522,24,75.0,88,6,5
24523,24,75.0,110,7,6
24524,24,75.0,43,2,2
24525,24,75.0,21,1,1
24526,24,75.0,162,11,9
24527,24,75.0,260,17,14
24528,24,75.0,8,0,0
24529,24,75.0,50,3,2
24531,24,75.0,57,3,3
24532,24,75.0,58,3,3
24533,24,75.0,18,1,1
24534,24,75.0,305,20,17
24535,24,75.0,69,4,3
24536,24,75.0,39,2,2
24537,24,75.0,61,4,3
24538,24,75.0,223,15,12
24540,24,75.0,340,23,19
24541,24,75.0,21,1,1
24542,24,75.0,18,1,1
24543,24,75.0,271,18,15
24544,24,75.0,96,6,5
24545,24,75.0,8,0,0
24546,24,75.0,8,0,0
24547,24,75.0,1596,108,91
24548,24,75.0,53,3,3
24549,24,75.0,98,6,5
24550,24,75.0,321,21,18
24551,24,75.0,735,50,42
24552,24,75.0,68,4,3
24553,24,75.0,417,28,23
24554,24,75.0,132,9,7
24555,24,75.0,136,9,7
24557,24,75.0,1739,118,99
24558,24,75.0,145,9,8
24559,24,75.0,81,5,4
24560,24,75.0,6,0,0
24562,24,75.0,70,4,4
24563,24,75.0,33,2,1
24564,24,75.0,149,10,8
24565,24,75.0,88,6,5
24566,24,75.0,120,8,6
24567,24,75.0,65,4,3
24568,24,75.0,267,18,15
24569,24,75.0,35,2,2
24570,24,75.0,13,0,0
24571,24,75.0,427,29,24
24572,24,75.0,47,3,2
24573,24,75.0,156,10,8
24574,24,75.0,83,5,4
24575,24,75.0,24,1,1
24576,24,75.0,60,4,3
24577,24,75.0,153,10,8
24580,24,75.0,30,2,1
24581,24,75.0,188,12,10
24582,24,75.0,116,7,6
24584,24,75.0,236,16,13
24585,24,75.0,177,12,10
24586,24,75.0,234,15,13
24587,24,75.0,180,12,10
25001,25,27.0,48,9,3
25002,25,27.0,57,11,4
25003,25,27.0,50,9,3
25004,25,27.0,178,34,13
25005,25,27.0,6,1,0
25006,25,27.0,17,3,1
25007,25,27.0,18,3,1
25008,25,27.0,94,18,7
25009,25,27.0,31,6,2
25011,25,27.0,122,23,9
25012,25,27.0,11,2,0
25013,25,27.0,45,8,3
25014,25,27.0,136,26,10
25015,25,27.0,101,19,7
25016,25,27.0,30,5,2
25017,25,27.0,15,2,1
25018,25,27.0,119,23,8
25019,25,27.0,57,11,4
25020,25,27.0,157,30,11
25021,25,27.0,321,61,23
25022,25,27.0,265,51,19
25024,25,27.0,158,30,11
25025,25,27.0,129,24,9
25026,25,27.0,14,2,1
25029,25,27.0,32,6,2
25030,25,27.0,51,9,3
25031,25,27.0,2565,493,190
25032,25,27.0,78,15,5
25033,25,27.0,100,19,7
25035,25,27.0,499,96,37
25036,25,27.0,462,88,34
25038,25,27.0,31,6,2
25039,25,27.0,172,33,12
25040,25,27.0,139,26,10
25041,25,27.0,62,11,4
