age,dep,reg,weight_dep,weight_reg
26,95,11.0,60,29
26,97,1.0,79,39
27,01,84.0,28,14
27,02,32.0,22,11
27,03,84.0,12,6
27,04,93.0,6,3
27,05,93.0,5,3
27,06,93.0,46,23
27,07,84.0,12,6
27,08,44.0,12,6
27,09,76.0,6,3
27,10,44.0,14,7
27,11,76.0,13,6
27,12,76.0,9,5
27,13,93.0,94,46
27,14,28.0,29,14
27,15,84.0,5,3
27,16,75.0,14,7
27,17,75.0,23,12
27,18,24.0,12,6
27,19,75.0,9,5
27,21,27.0,26,13
27,22,53.0,22,11
27,23,75.0,4,2
27,24,75.0,14,7
27,25,27.0,25,12
27,26,84.0,21,11
27,27,28.0,25,12
27,28,24.0,18,9
27,29,53.0,37,18
27,2A,94.0,7,4
27,2B,94.0,8,4
27,30,76.0,28,14
27,31,76.0,75,37
27,32,76.0,6,3
27,33,75.0,74,36
27,34,76.0,52,25
27,35,53.0,50,24
27,36,24.0,7,4
27,37,24.0,27,14
27,38,84.0,57,28
27,39,27.0,10,5
27,40,75.0,15,8
27,41,24.0,13,6
27,42,84.0,31,15
27,43,84.0,8,4
27,44,52.0,67,33
27,45,24.0,31,15
27,46,76.0,6,3
27,47,75.0,13,6
27,48,76.0,3,2
27,49,52.0,36,17
27,50,28.0,20,10
27,51,44.0,27,13
27,52,44.0,8,4
27,53,52.0,12,6
27,54,44.0,36,17
27,55,44.0,8,4
27,56,53.0,27,14
27,57,44.0,49,24
27,58,27.0,7,4
27,59,32.0,132,64
27,60,32.0,36,18
27,61,28.0,10,5
27,62,32.0,68,33
27,63,84.0,30,15
27,64,75.0,26,13
27,65,76.0,8,4
27,66,76.0,18,9
27,67,44.0,57,28
27,68,44.0,34,17
27,69,84.0,101,49
27,70,27.0,8,4
27,71,27.0,19,10
27,72,52.0,23,11
27,73,84.0,19,9
27,74,84.0,41,20
27,75,11.0,174,85
27,76,28.0,56,28
27,77,11.0,65,32
27,78,11.0,65,32
27,79,75.0,14,7
27,80,32.0,25,12
27,81,76.0,13,7
27,82,76.0,10,5
27,83,93.0,42,21
27,84,93.0,23,11
27,85,52.0,25,12
27,86,75.0,18,9
27,87,75.0,16,8
27,88,44.0,15,7
27,89,27.0,12,6
27,90,27.0,7,3
27,91,11.0,64,31
27,92,11.0,92,45
27,93,11.0,91,44
27,94,11.0,75,37
27,95,11.0,60,29
27,97,1.0,77,37
28,01,84.0,28,14
28,02,32.0,24,12
28,03,84.0,12,6
28,04,93.0,6,3
28,05,93.0,6,3
28,06,93.0,46,22
28,07,84.0,12,6
28,08,44.0,12,6
28,09,76.0,6,3
28,10,44.0,13,6
28,11,76.0,13,7
28,12,76.0,10,5
28,13,93.0,93,45
28,14,28.0,29,14
28,15,84.0,5,3
28,16,75.0,13,7
28,17,75.0,22,11
28,18,24.0,13,6
28,19,75.0,9,5
28,21,27.0,25,12
28,22,53.0,21,11
28,23,75.0,4,2
28,24,75.0,14,7
28,25,27.0,28,14
28,26,84.0,21,10
28,27,28.0,24,12
28,28,24.0,19,9
28,29,53.0,37,18
28,2A,94.0,7,4
28,2B,94.0,8,4
28,30,76.0,27,14
28,31,76.0,74,36
28,32,76.0,5,3
28,33,75.0,73,36
28,34,76.0,52,25
28,35,53.0,50,25
28,36,24.0,8,4
28,37,24.0,27,13
28,38,84.0,57,28
28,39,27.0,10,5
28,40,75.0,15,8
28,41,24.0,13,6
28,42,84.0,32,16
28,43,84.0,9,4
28,44,52.0,68,33
28,45,24.0,30,15
28,46,76.0,5,3
28,47,75.0,12,6
28,48,76.0,3,2
28,49,52.0,35,17
28,50,28.0,20,10
28,51,44.0,27,14
28,52,44.0,7,4
28,53,52.0,13,6
28,54,44.0,34,17
28,55,44.0,8,4
28,56,53.0,27,13
28,57,44.0,51,25
28,58,27.0,7,4
28,59,32.0,130,63
28,60,32.0,38,19
28,61,28.0,10,5
28,62,32.0,67,33
28,63,84.0,30,15
28,64,75.0,26,13
28,65,76.0,7,4
28,66,76.0,18,9
28,67,44.0,54,27
28,68,44.0,35,17
28,69,84.0,101,49
28,70,27.0,9,4
28,71,27.0,21,10
28,72,52.0,22,11
28,73,84.0,19,9
28,74,84.0,41,20
28,75,11.0,167,81
28,76,28.0,58,28
28,77,11.0,66,32
28,78,11.0,64,31
28,79,75.0,15,7
28,80,32.0,25,12
28,81,76.0,13,7
28,82,76.0,10,5
28,83,93.0,42,21
28,84,93.0,23,12
28,85,52.0,26,13
28,86,75.0,20,10
28,87,75.0,15,7
28,88,44.0,14,7
28,89,27.0,14,7
28,90,27.0,8,4
28,91,11.0,64,31
28,92,11.0,91,44
28,93,11.0,92,45
28,94,11.0,74,36
28,95,11.0,62,30
28,97,1.0,77,38
29,01,84.0,30,15
29,02,32.0,23,11
29,03,84.0,11,6
29,04,93.0,7,3
29,05,93.0,10,3
29,06,93.0,84,22
29,07,84.0,21,6
29,08,44.0,21,6
29,09,76.0,11,3
29,10,44.0,24,6
29,11,76.0,23,6
29,12,76.0,19,5
29,13,93.0,174,45
29,14,28.0,52,13
29,15,84.0,10,3
29,16,75.0,26,7
29,17,75.0,41,11
29,18,24.0,21,6
29,19,75.0,17,5
29,21,27.0,45,12
29,22,53.0,38,10
29,23,75.0,7,2
29,24,75.0,24,6
29,25,27.0,48,13
29,26,84.0,39,10
29,27,28.0,48,12
29,28,24.0,34,9
29,29,53.0,69,18
29,2A,94.0,12,3
29,2B,94.0,14,4
29,30,76.0,52,14
29,31,76.0,140,36
29,32,76.0,11,3
29,33,75.0,133,34
29,34,76.0,95,25
29,35,53.0,93,24
29,36,24.0,14,4
29,37,24.0,49,13
29,38,84.0,103,27
29,39,27.0,18,5
29,40,75.0,27,7
29,41,24.0,24,6
29,42,84.0,58,15
29,43,84.0,16,4
29,44,52.0,124,32
29,45,24.0,54,14
29,46,76.0,10,3
29,47,75.0,23,6
29,48,76.0,6,2
29,49,52.0,65,17
29,50,28.0,36,10
29,51,44.0,50,13
29,52,44.0,13,4
29,53,52.0,21,6
29,54,44.0,64,17
29,55,44.0,15,4
29,56,53.0,54,14
29,57,44.0,95,25
29,58,27.0,13,4
29,59,32.0,236,60
29,60,32.0,69,18
29,61,28.0,19,5
29,62,32.0,124,32
29,63,84.0,51,13
29,64,75.0,50,13
29,65,76.0,15,4
29,66,76.0,32,9
29,67,44.0,99,25
29,68,44.0,65,17
29,69,84.0,184,47
29,70,27.0,17,5
29,71,27.0,38,10
29,72,52.0,42,11
29,73,84.0,33,9
29,74,84.0,79,20
29,75,11.0,291,74
29,76,28.0,107,28
29,77,11.0,121,31
29,78,11.0,117,30
29,79,75.0,26,7
29,80,32.0,48,13
29,81,76.0,24,6
29,82,76.0,19,5
29,83,93.0,79,20
29,84,93.0,44,12
29,85,52.0,50,13
29,86,75.0,34,9
29,87,75.0,26,7
29,88,44.0,25,7
29,89,27.0,24,6
29,90,27.0,14,4
29,91,11.0,113,29
29,92,11.0,171,44
29,93,11.0,167,43
29,94,11.0,141,36
29,95,11.0,114,29
29,97,1.0,141,36
30,01,84.0,54,14
30,02,32.0,42,11
30,03,84.0,20,6
30,04,93.0,11,3
30,05,93.0,9,3
30,06,93.0,85,22
30,07,84.0,23,6
30,08,44.0,21,6
30,09,76.0,11,3
30,10,44.0,25,7
30,11,76.0,24,6
30,12,76.0,18,5
30,13,93.0,168,43
30,14,28.0,54,14
30,15,84.0,9,3
30,16,75.0,24,7
30,17,75.0,42,11
30,18,24.0,21,6
30,19,75.0,17,5
30,21,27.0,43,11
30,22,53.0,41,11
30,23,75.0,7,2
30,24,75.0,26,7
30,25,27.0,48,12
30,26,84.0,38,10
30,27,28.0,49,13
30,28,24.0,34,9
30,29,53.0,70,18
30,2A,94.0,13,4
30,2B,94.0,15,4
30,30,76.0,55,14
30,31,76.0,136,35
30,32,76.0,12,3
30,33,75.0,134,34
30,34,76.0,93,24
30,35,53.0,93,24
30,36,24.0,14,4
30,37,24.0,48,12
30,38,84.0,104,27
30,39,27.0,19,5
30,40,75.0,28,7
30,41,24.0,22,6
30,42,84.0,58,15
30,43,84.0,16,4
30,44,52.0,127,33
30,45,24.0,54,14
30,46,76.0,9,3
30,47,75.0,22,6
30,48,76.0,6,2
30,49,52.0,68,18
30,50,28.0,36,10
30,51,44.0,49,13
30,52,44.0,13,4
30,53,52.0,22,6
30,54,44.0,62,16
30,55,44.0,15,4
30,56,53.0,54,14
30,57,44.0,91,24
30,58,27.0,13,4
30,59,32.0,237,61
30,60,32.0,71,18
30,61,28.0,19,5
30,62,32.0,126,32
30,63,84.0,54,14
30,64,75.0,50,13
30,65,76.0,15,4
30,66,76.0,34,9
30,67,44.0,100,26
30,68,44.0,62,16
30,69,84.0,178,46
30,70,27.0,16,4
30,71,27.0,38,10
30,72,52.0,42,11
30,73,84.0,34,9
30,74,84.0,79,20
30,75,11.0,283,72
30,76,28.0,106,27
30,77,11.0,124,32
30,78,11.0,120,31
30,79,75.0,28,8
30,80,32.0,47,12
30,81,76.0,26,7
30,82,76.0,18,5
30,83,93.0,79,20
30,84,93.0,41,11
30,85,52.0,49,13
30,86,75.0,32,9
30,87,75.0,26,7
30,88,44.0,26,7
30,89,27.0,24,7
30,90,27.0,14,4
30,91,11.0,119,31
30,92,11.0,172,44
30,93,11.0,168,43
30,94,11.0,138,35
30,95,11.0,114,29
30,97,1.0,139,36
31,01,84.0,57,15
31,02,32.0,41,11
31,03,84.0,22,6
31,04,93.0,11,3
31,05,93.0,10,3
31,06,93.0,88,23
31,07,84.0,23,6
31,08,44.0,22,6
31,09,76.0,10,3
31,10,44.0,26,7
31,11,76.0,25,7
31,12,76.0,20,5
31,13,93.0,169,43
31,14,28.0,54,14
31,15,84.0,10,3
31,16,75.0,26,7
31,17,75.0,43,11
31,18,24.0,21,6
31,19,75.0,17,5
31,21,27.0,44,12
31,22,53.0,40,11
31,23,75.0,7,2
31,24,75.0,26,7
31,25,27.0,47,12
31,26,84.0,39,10
31,27,28.0,47,12
31,28,24.0,35,9
31,29,53.0,68,18
31,2A,94.0,12,3
31,2B,94.0,15,4
31,30,76.0,56,15
31,31,76.0,136,35
31,32,76.0,11,3
31,33,75.0,133,34
31,34,76.0,93,24
31,35,53.0,93,24
31,36,24.0,15,4
31,37,24.0,49,13
31,38,84.0,108,28
31,39,27.0,18,5
31,40,75.0,28,7
31,41,24.0,24,6
31,42,84.0,61,16
31,43,84.0,17,5
31,44,52.0,123,32
31,45,24.0,56,14
31,46,76.0,10,3
31,47,75.0,23,6
31,48,76.0,6,2
31,49,52.0,70,18
31,50,28.0,35,9
31,51,44.0,52,14
31,52,44.0,14,4
31,53,52.0,24,6
31,54,44.0,64,17
31,55,44.0,15,4
31,56,53.0,55,14
31,57,44.0,94,24
31,58,27.0,14,4
31,59,32.0,241,62
31,60,32.0,71,18
31,61,28.0,20,5
31,62,32.0,127,33
31,63,84.0,53,14
31,64,75.0,52,14
31,65,76.0,14,4
31,66,76.0,33,9
31,67,44.0,98,25
31,68,44.0,65,17
31,69,84.0,182,47
31,70,27.0,17,5
31,71,27.0,38,10
31,72,52.0,44,11
31,73,84.0,35,9
31,74,84.0,80,21
31,75,11.0,267,68
31,76,28.0,108,28
31,77,11.0,127,33
31,78,11.0,126,32
31,79,75.0,28,8
31,80,32.0,46,12
31,81,76.0,26,7
31,82,76.0,19,5
31,83,93.0,81,21
31,84,93.0,44,12
31,85,52.0,52,14
31,86,75.0,35,9
31,87,75.0,27,7
31,88,44.0,27,7
31,89,27.0,25,7
31,90,27.0,13,4
31,91,11.0,118,30
31,92,11.0,171,44
31,93,11.0,171,44
31,94,11.0,140,36
31,95,11.0,113,29
31,97,1.0,136,35
32,01,84.0,57,15
32,02,32.0,42,11
32,03,84.0,24,6
32,04,93.0,12,3
32,05,93.0,11,3
32,06,93.0,89,23
32,07,84.0,23,6
32,08,44.0,22,6
32,09,76.0,10,3
32,10,44.0,25,7
32,11,76.0,26,7
32,12,76.0,18,5
32,13,93.0,175,45
32,14,28.0,55,14
32,15,84.0,10,3
32,16,75.0,26,7
32,17,75.0,44,12
32,18,24.0,22,6
32,19,75.0,16,4
32,21,27.0,44,11
32,22,53.0,42,11
32,23,75.0,8,2
32,24,75.0,25,7
32,25,27.0,47,12
32,26,84.0,42,11
32,27,28.0,50,13
32,28,24.0,36,10
32,29,53.0,72,19
32,2A,94.0,13,4
32,2B,94.0,14,4
32,30,76.0,55,14
32,31,76.0,138,35
32,32,76.0,11,3
32,33,75.0,137,35
32,34,76.0,97,25
32,35,53.0,92,24
32,36,24.0,14,4
32,37,24.0,50,13
32,38,84.0,111,29
32,39,27.0,19,5
32,40,75.0,15,8
32,41,24.0,12,7
32,42,84.0,30,17
32,43,84.0,8,5
32,44,52.0,61,33
32,45,24.0,27,15
32,46,76.0,6,3
32,47,75.0,11,6
32,48,76.0,3,2
32,49,52.0,35,19
32,50,28.0,18,10
32,51,44.0,24,13
32,52,44.0,7,4
32,53,52.0,12,7
32,54,44.0,32,18
32,55,44.0,7,4
32,56,53.0,27,15
32,57,44.0,46,26
32,58,27.0,7,4
32,59,32.0,116,63
32,60,32.0,35,19
32,61,28.0,10,6
32,62,32.0,63,35
32,63,84.0,26,14
32,64,75.0,26,14
32,65,76.0,7,4
32,66,76.0,17,9
32,67,44.0,47,26
32,68,44.0,33,18
32,69,84.0,89,49
32,70,27.0,9,5
32,71,27.0,20,11
32,72,52.0,21,12
32,73,84.0,18,10
32,74,84.0,40,22
32,75,11.0,127,70
32,76,28.0,51,28
32,77,11.0,62,34
32,78,11.0,61,33
32,79,75.0,15,8
32,80,32.0,23,13
32,81,76.0,14,8
32,82,76.0,10,6
32,83,93.0,38,21
32,84,93.0,22,12
32,85,52.0,27,15
32,86,75.0,16,9
32,87,75.0,14,8
32,88,44.0,14,8
32,89,27.0,13,7
32,90,27.0,7,4
32,91,11.0,57,31
32,92,11.0,83,46
32,93,11.0,84,46
32,94,11.0,66,36
32,95,11.0,57,31
32,97,1.0,70,38
33,01,84.0,28,16
33,02,32.0,22,12
33,03,84.0,12,7
33,04,93.0,6,3
33,05,93.0,5,3
33,06,93.0,44,24
33,07,84.0,12,7
33,08,44.0,10,6
33,09,76.0,5,3
33,10,44.0,13,7
33,11,76.0,12,7
33,12,76.0,10,6
33,13,93.0,87,47
33,14,28.0,27,15
33,15,84.0,6,3
33,16,75.0,13,8
33,17,75.0,23,13
33,18,24.0,11,6
33,19,75.0,9,5
33,21,27.0,22,12
33,22,53.0,22,12
33,23,75.0,4,2
33,24,75.0,13,7
33,25,27.0,23,13
33,26,84.0,21,12
33,27,28.0,25,14
33,28,24.0,18,10
33,29,53.0,37,20
33,2A,94.0,7,4
33,2B,94.0,8,5
33,30,76.0,28,15
33,31,76.0,68,38
33,32,76.0,7,4
33,33,75.0,70,39
33,34,76.0,46,25
33,35,53.0,47,26
33,36,24.0,7,4
33,37,24.0,24,13
33,38,84.0,55,30
33,39,27.0,10,6
33,40,75.0,15,9
33,41,24.0,12,7
33,42,84.0,30,17
33,43,84.0,8,5
33,44,52.0,65,35
33,45,24.0,28,16
33,46,76.0,6,3
33,47,75.0,12,7
33,48,76.0,3,2
33,49,52.0,35,19
33,50,28.0,18,10
33,51,44.0,25,14
33,52,44.0,6,4
33,53,52.0,13,7
33,54,44.0,32,18
33,55,44.0,8,4
33,56,53.0,28,15
33,57,44.0,47,26
33,58,27.0,7,4
33,59,32.0,117,64
33,60,32.0,34,19
33,61,28.0,10,6
33,62,32.0,63,34
33,63,84.0,26,14
33,64,75.0,27,15
33,65,76.0,8,4
33,66,76.0,17,9
33,67,44.0,50,27
33,68,44.0,33,18
33,69,84.0,85,47
33,70,27.0,9,5
33,71,27.0,20,11
33,72,52.0,22,12
33,73,84.0,18,10
33,74,84.0,41,23
33,75,11.0,123,67
33,76,28.0,51,28
33,77,11.0,64,35
33,78,11.0,62,34
33,79,75.0,15,8
33,80,32.0,22,12
33,81,76.0,14,8
33,82,76.0,10,6
33,83,93.0,42,23
33,84,93.0,22,12
33,85,52.0,27,15
33,86,75.0,17,10
33,87,75.0,14,8
33,88,44.0,14,8
33,89,27.0,13,7
33,90,27.0,7,4
33,91,11.0,59,32
33,92,11.0,85,47
33,93,11.0,85,47
33,94,11.0,70,38
33,95,11.0,58,32
33,97,1.0,71,39
34,01,84.0,29,16
34,02,32.0,21,12
34,03,84.0,12,7
34,04,93.0,6,3
34,05,93.0,6,3
34,06,93.0,43,24
34,07,84.0,12,7
34,08,44.0,11,6
34,09,76.0,5,3
34,10,44.0,12,7
34,11,76.0,14,8
34,12,76.0,10,6
34,13,93.0,86,47
34,14,28.0,27,15
34,15,84.0,5,3
34,16,75.0,13,7
34,17,75.0,23,13
34,18,24.0,12,7
34,19,75.0,8,5
34,21,27.0,21,12
34,22,53.0,22,12
34,23,75.0,4,2
34,24,75.0,14,8
34,25,27.0,24,13
34,26,84.0,20,11
34,27,28.0,25,14
34,28,24.0,18,10
34,29,53.0,37,21
34,2A,94.0,7,4
34,2B,94.0,8,4
34,30,76.0,30,16
34,31,76.0,68,37
34,32,76.0,7,4
34,33,75.0,70,39
34,34,76.0,48,26
34,35,53.0,48,27
34,36,24.0,7,4
34,37,24.0,24,13
34,38,84.0,54,30
34,39,27.0,10,6
34,40,75.0,16,9
34,41,24.0,12,7
34,42,84.0,32,18
34,43,84.0,9,5
34,44,52.0,66,36
34,45,24.0,29,16
34,46,76.0,6,3
34,47,75.0,12,7
34,48,76.0,3,2
34,49,52.0,35,19
34,50,28.0,19,11
34,51,44.0,24,13
34,52,44.0,7,4
34,53,52.0,12,7
34,54,44.0,32,18
34,55,44.0,7,4
34,56,53.0,30,17
34,57,44.0,46,25
34,58,27.0,7,4
34,59,32.0,117,64
34,60,32.0,36,20
34,61,28.0,10,6
34,62,32.0,65,35
34,63,84.0,27,15
34,64,75.0,27,15
34,65,76.0,8,5
34,66,76.0,17,9
34,67,44.0,49,27
34,68,44.0,34,19
34,69,84.0,87,48
34,70,27.0,9,5
34,71,27.0,22,12
34,72,52.0,22,12
34,73,84.0,18,10
34,74,84.0,40,22
34,75,11.0,117,64
34,76,28.0,53,29
34,77,11.0,64,35
34,78,11.0,63,34
34,79,75.0,15,9
34,80,32.0,24,13
34,81,76.0,15,8
34,82,76.0,10,6
34,83,93.0,41,23
34,84,93.0,22,12
34,85,52.0,28,15
34,86,75.0,17,10
34,87,75.0,15,9
34,88,44.0,14,8
34,89,27.0,13,7
34,90,27.0,7,4
34,91,11.0,60,33
34,92,11.0,85,46
34,93,11.0,86,47
34,94,11.0,68,37
34,95,11.0,59,32
34,97,1.0,70,38
35,01,84.0,29,16
35,02,32.0,22,12
35,03,84.0,12,7
35,04,93.0,6,4
35,05,93.0,6,4
35,06,93.0,44,24
35,07,84.0,12,7
35,08,44.0,11,6
35,09,76.0,6,3
35,10,44.0,12,7
35,11,76.0,13,7
35,12,76.0,11,6
35,13,93.0,87,48
35,14,28.0,28,15
35,15,84.0,5,3
35,16,75.0,13,8
35,17,75.0,23,13
35,18,24.0,11,6
35,19,75.0,9,5
35,21,27.0,20,11
35,22,53.0,22,12
35,23,75.0,4,2
35,24,75.0,14,8
35,25,27.0,24,13
35,26,84.0,21,12
35,27,28.0,27,15
35,28,24.0,18,10
35,29,53.0,37,20
35,2A,94.0,6,4
35,2B,94.0,8,5
35,30,76.0,28,16
35,31,76.0,66,36
35,32,76.0,6,4
35,33,75.0,70,39
35,34,76.0,48,26
35,35,53.0,49,27
35,36,24.0,7,4
35,37,24.0,24,13
35,38,84.0,56,31
35,39,27.0,10,6
35,40,75.0,16,9
35,41,24.0,13,7
35,42,84.0,30,17
35,43,84.0,9,5
35,44,52.0,66,36
35,45,24.0,28,16
35,46,76.0,6,3
35,47,75.0,12,7
35,48,76.0,3,2
35,49,52.0,35,19
35,50,28.0,19,10
35,51,44.0,23,13
35,52,44.0,6,4
35,53,52.0,13,7
35,54,44.0,32,18
35,55,44.0,8,4
35,56,53.0,30,17
35,57,44.0,46,25
35,58,27.0,7,4
35,59,32.0,121,66
35,60,32.0,36,20
35,61,28.0,10,6
35,62,32.0,65,36
35,63,84.0,27,15
35,64,75.0,27,15
35,65,76.0,8,5
35,66,76.0,18,10
35,67,44.0,50,27
35,68,44.0,32,18
35,69,84.0,86,47
35,70,27.0,9,5
35,71,27.0,19,11
35,72,52.0,21,12
35,73,84.0,19,11
35,74,84.0,41,23
35,75,11.0,114,62
35,76,28.0,52,29
35,77,11.0,65,36
35,78,11.0,64,35
35,79,75.0,14,8
35,80,32.0,23,13
35,81,76.0,14,8
35,82,76.0,11,6
35,83,93.0,42,23
35,84,93.0,23,13
35,85,52.0,29,16
35,86,75.0,18,10
35,87,75.0,14,8
35,88,44.0,14,8
35,89,27.0,13,7
35,90,27.0,7,4
35,91,11.0,58,32
35,92,11.0,85,46
35,93,11.0,85,47
35,94,11.0,73,40
35,95,11.0,59,32
35,97,1.0,71,39
36,01,84.0,29,16
36,02,32.0,21,12
36,03,84.0,12,7
36,04,93.0,6,3
36,05,93.0,6,4
36,06,93.0,45,25
36,07,84.0,12,7
36,08,44.0,10,6
36,09,76.0,6,3
36,10,44.0,12,7
36,11,76.0,13,7
36,12,76.0,10,6
36,13,93.0,83,45
36,14,28.0,28,16
36,15,84.0,5,3
36,16,75.0,13,8
36,17,75.0,24,13
36,18,24.0,11,6
36,19,75.0,9,5
36,21,27.0,21,12
36,22,53.0,22,12
36,23,75.0,4,2
36,24,75.0,14,8
36,25,27.0,24,13
36,26,84.0,22,12
36,27,28.0,26,14
36,28,24.0,18,10
36,29,53.0,37,21
36,2A,94.0,7,4
36,2B,94.0,8,4
36,30,76.0,30,16
36,31,76.0,68,37
36,32,76.0,6,4
36,33,75.0,71,39
36,34,76.0,46,26
36,35,53.0,47,26
36,36,24.0,8,4
36,37,24.0,24,13
36,38,84.0,56,31
36,39,27.0,10,6
36,40,75.0,16,9
36,41,24.0,12,7
36,42,84.0,30,17
36,43,84.0,9,5
36,44,52.0,62,34
36,45,24.0,29,16
36,46,76.0,6,3
36,47,75.0,12,7
36,48,76.0,3,2
36,49,52.0,35,19
36,50,28.0,18,10
36,51,44.0,23,13
36,52,44.0,7,4
36,53,52.0,13,7
36,54,44.0,32,18
36,55,44.0,7,4
36,56,53.0,30,16
36,57,44.0,45,25
36,58,27.0,7,4
36,59,32.0,115,63
36,60,32.0,37,20
36,61,28.0,11,6
36,62,32.0,63,35
36,63,84.0,26,14
36,64,75.0,28,15
36,65,76.0,8,5
36,66,76.0,18,10
36,67,44.0,49,27
36,68,44.0,34,19
36,69,84.0,86,47
36,70,27.0,9,5
36,71,27.0,21,11
36,72,52.0,22,12
36,73,84.0,19,11
36,74,84.0,40,22
36,75,11.0,110,60
36,76,28.0,51,28
36,77,11.0,65,36
36,78,11.0,67,37
36,79,75.0,14,8
36,80,32.0,23,13
36,81,76.0,15,8
36,82,76.0,12,7
36,83,93.0,34,21
36,84,93.0,19,12
36,85,52.0,24,15
36,86,75.0,15,9
36,87,75.0,13,8
36,88,44.0,12,8
36,89,27.0,11,7
36,90,27.0,5,4
36,91,11.0,51,32
36,92,11.0,71,44
36,93,11.0,72,45
36,94,11.0,59,37
36,95,11.0,50,31
36,97,1.0,61,38
37,01,84.0,24,15
37,02,32.0,17,11
37,03,84.0,10,6
37,04,93.0,5,3
37,05,93.0,5,3
37,06,93.0,38,24
37,07,84.0,10,7
37,08,44.0,9,6
37,09,76.0,5,3
37,10,44.0,11,7
37,11,76.0,11,7
37,12,76.0,9,6
37,13,93.0,74,46
37,14,28.0,23,14
37,15,84.0,5,3
37,16,75.0,11,7
37,17,75.0,19,12
37,18,24.0,9,6
37,19,75.0,8,5
37,21,27.0,17,11
37,22,53.0,18,11
37,23,75.0,4,2
37,24,75.0,12,8
37,25,27.0,19,12
37,26,84.0,18,11
37,27,28.0,22,14
37,28,24.0,15,10
37,29,53.0,31,19
37,2A,94.0,6,4
37,2B,94.0,7,4
37,30,76.0,24,15
37,31,76.0,55,34
37,32,76.0,6,4
37,33,75.0,60,37
37,34,76.0,41,25
37,35,53.0,39,25
37,36,24.0,7,5
37,37,24.0,20,13
37,38,84.0,45,28
37,39,27.0,9,6
37,40,75.0,14,9
37,41,24.0,10,7
37,42,84.0,26,16
37,43,84.0,8,5
37,44,52.0,54,34
37,45,24.0,24,15
37,46,76.0,5,3
37,47,75.0,10,7
37,48,76.0,3,2
37,49,52.0,30,19
37,50,28.0,16,10
37,51,44.0,20,13
37,52,44.0,6,4
37,53,52.0,11,7
37,54,44.0,26,16
37,55,44.0,6,4
37,56,53.0,25,16
37,57,44.0,38,24
37,58,27.0,6,4
37,59,32.0,97,60
37,60,32.0,31,19
37,61,28.0,9,6
37,62,32.0,50,31
37,63,84.0,23,14
37,64,75.0,23,14
37,65,76.0,7,4
37,66,76.0,15,9
37,67,44.0,40,25
37,68,44.0,27,17
37,69,84.0,70,44
37,70,27.0,8,5
37,71,27.0,17,11
37,72,52.0,19,12
37,73,84.0,16,10
37,74,84.0,34,21
37,75,11.0,95,59
37,76,28.0,43,27
37,77,11.0,54,33
37,78,11.0,55,34
37,79,75.0,13,8
37,80,32.0,19,12
37,81,76.0,13,8
37,82,76.0,10,6
37,83,93.0,35,22
37,84,93.0,18,11
37,85,52.0,23,14
37,86,75.0,14,9
37,87,75.0,12,8
37,88,44.0,11,7
37,89,27.0,11,7
37,90,27.0,6,4
37,91,11.0,51,32
37,92,11.0,71,44
37,93,11.0,74,46
37,94,11.0,57,35
37,95,11.0,50,31
37,97,1.0,62,38
38,01,84.0,24,15
38,02,32.0,17,11
38,03,84.0,11,7
38,04,93.0,5,3
38,05,93.0,5,3
38,06,93.0,38,24
38,07,84.0,10,7
38,08,44.0,9,5
38,09,76.0,5,3
38,10,44.0,11,7
38,11,76.0,12,7
38,12,76.0,8,5
38,13,93.0,71,44
38,14,28.0,22,14
38,15,84.0,5,3
38,16,75.0,11,7
38,17,75.0,19,12
38,18,24.0,9,6
38,19,75.0,8,5
38,21,27.0,18,11
38,22,53.0,19,12
38,23,75.0,4,2
38,24,75.0,12,7
38,25,27.0,19,12
38,26,84.0,18,11
38,27,28.0,21,13
38,28,24.0,15,10
38,29,53.0,32,20
38,2A,94.0,6,4
38,2B,94.0,7,4
38,30,76.0,24,15
38,31,76.0,53,33
38,32,76.0,6,4
38,33,75.0,59,36
38,34,76.0,39,24
38,35,53.0,41,25
38,36,24.0,7,4
38,37,24.0,20,13
38,38,84.0,46,28
38,39,27.0,8,5
38,40,75.0,14,9
38,41,24.0,11,7
38,42,84.0,25,16
38,43,84.0,8,5
38,44,52.0,54,33
38,45,24.0,24,15
38,46,76.0,5,3
38,47,75.0,11,7
38,48,76.0,3,2
38,49,52.0,28,18
38,50,28.0,15,10
38,51,44.0,20,13
38,52,44.0,6,4
38,53,52.0,11,7
38,54,44.0,26,16
38,55,44.0,6,4
38,56,53.0,25,16
38,57,44.0,37,23
38,58,27.0,6,4
38,59,32.0,94,58
38,60,32.0,30,19
38,61,28.0,9,6
38,62,32.0,51,32
38,63,84.0,22,14
38,64,75.0,23,15
38,65,76.0,7,4
38,66,76.0,15,9
38,67,44.0,40,25
38,68,44.0,27,17
38,69,84.0,70,43
38,70,27.0,7,5
38,71,27.0,17,11
38,72,52.0,19,12
38,73,84.0,16,10
38,74,84.0,34,21
38,75,11.0,91,56
38,76,28.0,42,26
38,77,11.0,55,34
38,78,11.0,56,35
38,79,75.0,13,8
38,80,32.0,19,12
38,81,76.0,13,8
38,82,76.0,9,6
38,83,93.0,34,21
38,84,93.0,18,11
38,85,52.0,24,15
38,86,75.0,15,9
38,87,75.0,13,8
38,88,44.0,11,7
38,89,27.0,10,6
38,90,27.0,5,4
38,91,11.0,49,31
38,92,11.0,70,43
38,93,11.0,72,45
