age,dep,reg,weight_dep,weight_reg
66,70,27.0,14,6
66,71,27.0,34,14
66,72,52.0,32,13
66,73,84.0,22,9
66,74,84.0,38,15
66,75,11.0,106,43
66,76,28.0,67,27
66,77,11.0,60,24
66,78,11.0,67,27
66,79,75.0,22,9
66,80,32.0,30,12
66,81,76.0,24,10
66,82,76.0,15,6
66,83,93.0,70,28
66,84,93.0,33,13
66,85,52.0,44,18
66,86,75.0,24,10
66,87,75.0,24,10
66,88,44.0,23,9
66,89,27.0,21,9
66,90,27.0,8,3
66,91,11.0,55,22
66,92,11.0,67,27
66,93,11.0,59,24
66,94,11.0,59,24
66,95,11.0,50,20
66,97,1.0,77,31
67,01,84.0,31,12
67,02,32.0,30,12
67,03,84.0,22,9
67,04,93.0,10,4
67,05,93.0,8,4
67,06,93.0,65,26
67,07,84.0,20,8
67,08,44.0,16,7
67,09,76.0,9,4
67,10,44.0,17,7
67,11,76.0,25,10
67,12,76.0,18,7
67,13,93.0,107,43
67,14,28.0,40,16
67,15,84.0,10,4
67,16,75.0,22,9
67,17,75.0,48,19
67,18,24.0,21,9
67,19,75.0,16,7
67,21,27.0,29,12
67,22,53.0,40,16
67,23,75.0,9,4
67,24,75.0,30,12
67,25,27.0,27,11
67,26,84.0,29,12
67,27,28.0,31,13
67,28,24.0,23,9
67,29,53.0,55,22
67,2A,94.0,9,4
67,2B,94.0,10,4
67,30,76.0,46,19
67,31,76.0,59,24
67,32,76.0,12,5
67,33,75.0,84,34
67,34,76.0,65,26
67,35,53.0,51,20
67,36,24.0,15,6
67,37,24.0,33,13
67,38,84.0,60,24
67,39,27.0,15,6
67,40,75.0,26,11
67,41,24.0,20,8
67,42,84.0,43,18
67,43,84.0,14,6
67,44,52.0,71,29
67,45,24.0,37,15
67,46,76.0,12,5
67,47,75.0,20,8
67,48,76.0,5,2
67,49,52.0,40,16
67,50,28.0,29,12
67,51,44.0,31,13
67,52,44.0,10,4
67,53,52.0,17,7
67,54,44.0,37,15
67,55,44.0,11,5
67,56,53.0,49,20
67,57,44.0,54,22
67,58,27.0,16,7
67,59,32.0,129,52
67,60,32.0,40,16
67,61,28.0,18,7
67,62,32.0,78,31
67,63,84.0,39,16
67,64,75.0,39,16
67,65,76.0,14,6
67,66,76.0,34,14
67,67,44.0,52,21
67,68,44.0,36,15
67,69,84.0,82,33
67,70,27.0,14,6
67,71,27.0,35,14
67,72,52.0,31,13
67,73,84.0,22,9
67,74,84.0,36,15
67,75,11.0,105,42
67,76,28.0,66,26
67,77,11.0,56,23
67,78,11.0,64,26
67,79,75.0,21,9
67,80,32.0,31,12
67,81,76.0,24,10
67,82,76.0,14,6
67,83,93.0,71,28
67,84,93.0,32,13
67,85,52.0,43,17
67,86,75.0,24,10
67,87,75.0,22,9
67,88,44.0,23,9
67,89,27.0,22,9
67,90,27.0,7,3
67,91,11.0,53,21
67,92,11.0,65,26
67,93,11.0,56,23
67,94,11.0,58,24
67,95,11.0,47,19
67,97,1.0,69,28
68,01,84.0,13,25
68,02,32.0,12,23
68,03,84.0,10,19
68,04,93.0,5,9
68,05,93.0,4,8
68,06,93.0,28,53
68,07,84.0,9,17
68,08,44.0,6,12
68,09,76.0,4,8
68,10,44.0,8,14
68,11,76.0,10,19
68,12,76.0,8,14
68,13,93.0,46,88
68,14,28.0,16,31
68,15,84.0,5,8
68,16,75.0,9,18
68,17,75.0,20,38
68,18,24.0,9,16
68,19,75.0,7,13
68,21,27.0,12,23
68,22,53.0,17,33
68,23,75.0,4,7
68,24,75.0,13,24
68,25,27.0,12,22
68,26,84.0,13,24
68,27,28.0,13,25
68,28,24.0,10,18
68,29,53.0,23,43
68,2A,94.0,4,8
68,2B,94.0,5,9
68,30,76.0,19,37
68,31,76.0,25,48
68,32,76.0,5,10
68,33,75.0,34,66
68,34,76.0,29,55
68,35,53.0,21,39
68,36,24.0,7,12
68,37,24.0,15,29
68,38,84.0,26,49
68,39,27.0,7,13
68,40,75.0,11,22
68,41,24.0,9,17
68,42,84.0,19,37
68,43,84.0,6,11
68,44,52.0,30,56
68,45,24.0,15,28
68,46,76.0,6,10
68,47,75.0,10,18
68,48,76.0,2,4
68,49,52.0,18,33
68,50,28.0,13,25
68,51,44.0,13,24
68,52,44.0,5,9
68,53,52.0,7,13
68,54,44.0,16,31
68,55,44.0,5,8
68,56,53.0,21,40
68,57,44.0,22,42
68,58,27.0,7,12
68,59,32.0,53,101
68,60,32.0,16,30
68,61,28.0,7,14
68,62,32.0,33,63
68,63,84.0,16,30
68,64,75.0,17,32
68,65,76.0,7,12
68,66,76.0,14,27
68,67,44.0,22,42
68,68,44.0,16,30
68,69,84.0,36,68
68,70,27.0,6,11
68,71,27.0,14,27
68,72,52.0,13,25
68,73,84.0,10,18
68,74,84.0,16,30
68,75,11.0,47,89
68,76,28.0,28,53
68,77,11.0,24,46
68,78,11.0,27,51
68,79,75.0,9,17
68,80,32.0,13,24
68,81,76.0,10,19
68,82,76.0,6,12
68,83,93.0,30,58
68,84,93.0,15,28
68,85,52.0,18,34
68,86,75.0,10,19
68,87,75.0,11,21
68,88,44.0,10,19
68,89,27.0,9,16
68,90,27.0,4,6
68,91,11.0,23,44
68,92,11.0,28,54
68,93,11.0,23,43
68,94,11.0,25,48
68,95,11.0,20,37
68,97,1.0,30,57
69,01,84.0,12,22
69,02,32.0,12,22
69,03,84.0,10,18
69,04,93.0,5,8
69,05,93.0,4,7
69,06,93.0,28,53
69,07,84.0,8,15
69,08,44.0,6,11
69,09,76.0,4,7
69,10,44.0,7,13
69,11,76.0,10,19
69,12,76.0,7,13
69,13,93.0,43,82
69,14,28.0,15,29
69,15,84.0,4,8
69,16,75.0,9,16
69,17,75.0,19,36
69,18,24.0,8,15
69,19,75.0,7,12
69,21,27.0,12,23
69,22,53.0,16,31
69,23,75.0,4,7
69,24,75.0,12,22
69,25,27.0,11,21
69,26,84.0,12,23
69,27,28.0,12,23
69,28,24.0,9,16
69,29,53.0,22,42
69,2A,94.0,4,7
69,2B,94.0,4,8
69,30,76.0,18,34
69,31,76.0,23,44
69,32,76.0,5,9
69,33,75.0,33,63
69,34,76.0,27,52
69,35,53.0,20,38
69,36,24.0,6,12
69,37,24.0,13,25
69,38,84.0,24,46
69,39,27.0,6,12
69,40,75.0,11,21
69,41,24.0,8,15
69,42,84.0,18,35
69,43,84.0,6,11
69,44,52.0,28,53
69,45,24.0,15,28
69,46,76.0,5,9
69,47,75.0,9,17
69,48,76.0,2,4
69,49,52.0,16,30
69,50,28.0,12,23
69,51,44.0,12,22
69,52,44.0,5,8
69,53,52.0,7,13
69,54,44.0,15,28
69,55,44.0,4,8
69,56,53.0,19,37
69,57,44.0,19,36
69,58,27.0,6,11
69,59,32.0,48,92
69,60,32.0,15,29
69,61,28.0,7,14
69,62,32.0,30,57
69,63,84.0,15,28
69,64,75.0,16,31
69,65,76.0,6,11
69,66,76.0,13,25
69,67,44.0,20,37
69,68,44.0,14,27
69,69,84.0,32,62
69,70,27.0,6,10
69,71,27.0,14,27
69,72,52.0,12,23
69,73,84.0,10,18
69,74,84.0,15,28
69,75,11.0,45,85
69,76,28.0,26,50
69,77,11.0,21,40
69,78,11.0,26,50
69,79,75.0,9,16
69,80,32.0,12,23
69,81,76.0,10,18
69,82,76.0,6,11
69,83,93.0,30,58
69,84,93.0,14,26
69,85,52.0,17,32
69,86,75.0,9,18
69,87,75.0,10,18
69,88,44.0,9,17
69,89,27.0,8,16
69,90,27.0,3,5
69,91,11.0,22,41
69,92,11.0,28,53
69,93,11.0,21,40
69,94,11.0,23,43
69,95,11.0,19,36
69,97,1.0,30,57
70,01,84.0,11,21
70,02,32.0,10,19
70,03,84.0,9,17
70,04,93.0,5,8
70,05,93.0,3,6
70,06,93.0,26,50
70,07,84.0,8,14
70,08,44.0,5,10
70,09,76.0,4,7
70,10,44.0,6,12
70,11,76.0,9,18
70,12,76.0,7,12
70,13,93.0,42,80
70,14,28.0,14,26
70,15,84.0,4,6
70,16,75.0,8,15
70,17,75.0,18,33
70,18,24.0,7,14
70,19,75.0,6,11
70,21,27.0,10,19
70,22,53.0,15,28
70,23,75.0,3,6
70,24,75.0,11,20
70,25,27.0,10,19
70,26,84.0,11,21
70,27,28.0,11,20
70,28,24.0,8,16
70,29,53.0,20,38
70,2A,94.0,4,7
70,2B,94.0,4,8
70,30,76.0,18,34
70,31,76.0,22,42
70,32,76.0,5,9
70,33,75.0,29,56
70,34,76.0,26,49
70,35,53.0,18,34
70,36,24.0,6,11
70,37,24.0,12,23
70,38,84.0,22,42
70,39,27.0,6,10
70,40,75.0,10,18
70,41,24.0,8,14
70,42,84.0,16,31
70,43,84.0,5,9
70,44,52.0,24,47
70,45,24.0,13,25
70,46,76.0,4,8
70,47,75.0,8,15
70,48,76.0,2,4
70,49,52.0,14,27
70,50,28.0,11,21
70,51,44.0,11,20
70,52,44.0,4,7
70,53,52.0,6,11
70,54,44.0,14,26
70,55,44.0,4,7
70,56,53.0,18,33
70,57,44.0,18,33
70,58,27.0,6,11
70,59,32.0,44,83
70,60,32.0,14,26
70,61,28.0,7,12
70,62,32.0,26,50
70,63,84.0,14,27
70,64,75.0,15,28
70,65,76.0,6,11
70,66,76.0,12,23
70,67,44.0,18,34
70,68,44.0,13,25
70,69,84.0,32,61
70,70,27.0,5,9
70,71,27.0,13,25
70,72,52.0,11,21
70,73,84.0,9,16
70,74,84.0,14,27
70,75,11.0,40,76
70,76,28.0,24,45
70,77,11.0,20,38
70,78,11.0,23,43
70,79,75.0,8,15
70,80,32.0,11,20
70,81,76.0,9,16
70,82,76.0,5,10
70,83,93.0,29,55
70,84,93.0,12,23
70,85,52.0,15,29
70,86,75.0,9,16
70,87,75.0,9,17
70,88,44.0,8,16
70,89,27.0,7,14
70,90,27.0,3,6
70,91,11.0,21,39
70,92,11.0,25,47
70,93,11.0,19,36
70,94,11.0,20,38
70,95,11.0,17,32
70,97,1.0,27,51
71,01,84.0,10,18
71,02,32.0,9,17
71,03,84.0,8,15
71,04,93.0,4,8
71,05,93.0,3,5
71,06,93.0,26,49
71,07,84.0,7,13
71,08,44.0,5,9
71,09,76.0,3,6
71,10,44.0,6,11
71,11,76.0,9,16
71,12,76.0,6,12
71,13,93.0,37,71
71,14,28.0,13,24
71,15,84.0,4,7
71,16,75.0,8,14
71,17,75.0,15,28
71,18,24.0,7,12
71,19,75.0,6,10
71,21,27.0,10,18
71,22,53.0,14,26
71,23,75.0,3,5
71,24,75.0,10,19
71,25,27.0,9,17
71,26,84.0,10,19
71,27,28.0,10,18
71,28,24.0,8,14
71,29,53.0,18,34
71,2A,94.0,4,6
71,2B,94.0,4,7
71,30,76.0,16,30
71,31,76.0,21,40
71,32,76.0,4,8
71,33,75.0,26,50
71,34,76.0,24,45
71,35,53.0,16,30
71,36,24.0,6,10
71,37,24.0,12,22
71,38,84.0,21,40
71,39,27.0,6,10
71,40,75.0,9,16
71,41,24.0,7,13
71,42,84.0,15,27
71,43,84.0,5,9
71,44,52.0,22,41
71,45,24.0,12,22
71,46,76.0,4,8
71,47,75.0,8,14
71,48,76.0,2,3
71,49,52.0,14,26
71,50,28.0,9,17
71,51,44.0,9,18
71,52,44.0,4,7
71,53,52.0,5,10
71,54,44.0,12,23
71,55,44.0,4,6
71,56,53.0,16,29
71,57,44.0,16,31
71,58,27.0,5,9
71,59,32.0,39,75
71,60,32.0,12,23
71,61,28.0,6,11
71,62,32.0,23,44
71,63,84.0,12,23
71,64,75.0,14,26
71,65,76.0,5,10
71,66,76.0,11,22
71,67,44.0,17,32
71,68,44.0,13,24
71,69,84.0,29,56
71,70,27.0,5,9
71,71,27.0,12,23
71,72,52.0,10,18
71,73,84.0,8,14
71,74,84.0,13,24
71,75,11.0,37,71
71,76,28.0,22,42
71,77,11.0,19,36
71,78,11.0,21,40
71,79,75.0,7,13
71,80,32.0,10,18
71,81,76.0,8,15
71,82,76.0,5,10
71,83,93.0,27,51
71,84,93.0,12,22
71,85,52.0,14,27
71,86,75.0,8,15
71,87,75.0,8,15
71,88,44.0,7,13
71,89,27.0,7,13
71,90,27.0,3,5
71,91,11.0,18,34
71,92,11.0,23,43
71,93,11.0,17,32
71,94,11.0,20,37
71,95,11.0,14,27
71,97,1.0,25,48
72,01,84.0,9,18
72,02,32.0,8,15
72,03,84.0,7,14
72,04,93.0,4,7
72,05,93.0,3,5
72,06,93.0,23,44
72,07,84.0,6,12
72,08,44.0,4,8
72,09,76.0,3,6
72,10,44.0,5,10
72,11,76.0,8,15
72,12,76.0,6,10
72,13,93.0,36,68
72,14,28.0,11,21
72,15,84.0,3,6
72,16,75.0,7,13
72,17,75.0,14,26
72,18,24.0,6,12
72,19,75.0,5,10
72,21,27.0,8,15
72,22,53.0,12,22
72,23,75.0,3,5
72,24,75.0,9,17
72,25,27.0,8,16
72,26,84.0,9,17
72,27,28.0,9,17
72,28,24.0,7,13
72,29,53.0,15,29
72,2A,94.0,4,7
72,2B,94.0,4,7
72,30,76.0,15,28
72,31,76.0,18,35
72,32,76.0,4,7
72,33,75.0,24,45
72,34,76.0,21,40
72,35,53.0,15,28
72,36,24.0,5,9
72,37,24.0,11,20
72,38,84.0,19,36
72,39,27.0,5,9
72,40,75.0,8,15
72,41,24.0,6,11
72,42,84.0,13,25
72,43,84.0,4,8
72,44,52.0,20,38
72,45,24.0,10,19
72,46,76.0,4,8
72,47,75.0,7,12
72,48,76.0,2,3
72,49,52.0,12,23
72,50,28.0,9,16
72,51,44.0,8,16
72,52,44.0,3,6
72,53,52.0,5,9
72,54,44.0,11,20
72,55,44.0,3,6
72,56,53.0,14,26
72,57,44.0,16,30
72,58,27.0,5,8
72,59,32.0,33,63
72,60,32.0,10,20
72,61,28.0,5,10
72,62,32.0,19,36
72,63,84.0,11,21
72,64,75.0,13,25
72,65,76.0,5,9
72,66,76.0,11,20
72,67,44.0,17,32
72,68,44.0,12,23
72,69,84.0,26,50
72,70,27.0,4,7
72,71,27.0,11,20
72,72,52.0,10,19
72,73,84.0,8,14
72,74,84.0,12,22
72,75,11.0,34,65
72,76,28.0,19,36
72,77,11.0,15,29
72,78,11.0,19,35
72,79,75.0,6,12
72,80,32.0,9,16
72,81,76.0,7,13
72,82,76.0,5,8
72,83,93.0,25,48
72,84,93.0,11,20
72,85,52.0,12,23
72,86,75.0,7,13
72,87,75.0,7,14
72,88,44.0,6,11
72,89,27.0,6,12
72,90,27.0,2,4
72,91,11.0,16,31
72,92,11.0,21,40
72,93,11.0,16,29
72,94,11.0,17,32
72,95,11.0,14,26
72,97,1.0,24,46
73,01,84.0,9,16
73,02,32.0,7,13
73,03,84.0,7,14
73,04,93.0,4,7
73,05,93.0,3,5
73,06,93.0,23,43
73,07,84.0,6,11
73,08,44.0,4,8
73,09,76.0,3,6
73,10,44.0,5,9
73,11,76.0,7,14
73,12,76.0,5,10
73,13,93.0,34,65
73,14,28.0,11,20
73,15,84.0,3,5
73,16,75.0,7,12
73,17,75.0,13,25
73,18,24.0,6,12
73,19,75.0,5,9
73,21,27.0,8,15
73,22,53.0,11,20
73,23,75.0,3,5
73,24,75.0,9,16
73,25,27.0,8,14
73,26,84.0,9,17
73,27,28.0,8,16
73,28,24.0,7,12
73,29,53.0,15,29
73,2A,94.0,4,7
73,2B,94.0,4,7
73,30,76.0,13,25
73,31,76.0,17,33
73,32,76.0,4,7
73,33,75.0,23,44
73,34,76.0,19,36
73,35,53.0,13,25
73,36,24.0,5,9
73,37,24.0,10,18
73,38,84.0,19,35
73,39,27.0,5,8
73,40,75.0,8,14
73,41,24.0,6,12
73,42,84.0,13,24
73,43,84.0,4,7
73,44,52.0,19,36
73,45,24.0,10,19
73,46,76.0,4,7
73,47,75.0,7,13
73,48,76.0,2,3
73,49,52.0,12,22
73,50,28.0,9,16
73,51,44.0,8,15
73,52,44.0,3,6
73,53,52.0,5,9
73,54,44.0,10,19
73,55,44.0,3,5
73,56,53.0,13,25
73,57,44.0,16,29
73,58,27.0,5,9
73,59,32.0,31,59
73,60,32.0,10,19
73,61,28.0,5,9
73,62,32.0,18,35
73,63,84.0,11,20
73,64,75.0,12,23
73,65,76.0,5,8
73,66,76.0,10,18
73,67,44.0,17,32
73,68,44.0,11,21
73,69,84.0,26,49
73,70,27.0,4,7
73,71,27.0,10,19
73,72,52.0,9,17
73,73,84.0,7,13
73,74,84.0,11,21
73,75,11.0,31,60
73,76,28.0,18,34
73,77,11.0,15,28
73,78,11.0,19,36
73,79,75.0,6,12
73,80,32.0,8,15
73,81,76.0,7,13
73,82,76.0,4,8
73,83,93.0,24,45
73,84,93.0,10,19
73,85,52.0,12,22
73,86,75.0,7,12
73,87,75.0,7,13
73,88,44.0,6,11
73,89,27.0,6,11
73,90,27.0,3,5
73,91,11.0,16,31
73,92,11.0,19,37
73,93,11.0,15,28
73,94,11.0,17,32
73,95,11.0,13,24
73,97,1.0,23,44
74,01,84.0,8,16
74,02,32.0,7,13
74,03,84.0,7,12
74,04,93.0,3,6
74,05,93.0,3,5
74,06,93.0,22,42
74,07,84.0,6,11
74,08,44.0,4,8
74,09,76.0,3,5
74,10,44.0,5,9
74,11,76.0,7,14
74,12,76.0,6,11
74,13,93.0,33,64
74,14,28.0,10,20
74,15,84.0,3,6
74,16,75.0,7,12
74,17,75.0,13,25
74,18,24.0,6,10
74,19,75.0,5,9
74,21,27.0,8,14
74,22,53.0,11,20
74,23,75.0,2,4
74,24,75.0,9,16
74,25,27.0,8,14
74,26,84.0,9,16
74,27,28.0,9,16
74,28,24.0,6,12
74,29,53.0,15,28
74,2A,94.0,3,6
74,2B,94.0,3,6
74,30,76.0,13,24
74,31,76.0,17,33
74,32,76.0,4,7
74,33,75.0,22,42
74,34,76.0,19,36
74,35,53.0,14,27
74,36,24.0,5,8
74,37,24.0,10,18
74,38,84.0,17,33
74,39,27.0,4,8
74,40,75.0,7,14
74,41,24.0,6,11
74,42,84.0,13,24
74,43,84.0,4,7
74,44,52.0,18,34
74,45,24.0,10,19
74,46,76.0,4,7
74,47,75.0,7,12
74,48,76.0,2,3
74,49,52.0,11,21
74,50,28.0,9,16
74,51,44.0,7,14
74,52,44.0,3,6
74,53,52.0,5,9
74,54,44.0,10,19
74,55,44.0,3,5
74,56,53.0,13,25
74,57,44.0,16,31
74,58,27.0,5,9
74,59,32.0,31,59
74,60,32.0,9,17
74,61,28.0,5,9
74,62,32.0,19,36
74,63,84.0,10,19
74,64,75.0,12,23
74,65,76.0,5,8
74,66,76.0,10,19
74,67,44.0,15,29
74,68,44.0,11,21
74,69,84.0,25,48
74,70,27.0,4,7
74,71,27.0,10,19
74,72,52.0,9,18
74,73,84.0,7,13
74,74,84.0,11,20
74,75,11.0,31,59
74,76,28.0,18,33
74,77,11.0,15,28
74,78,11.0,18,35
74,79,75.0,7,12
74,80,32.0,8,15
74,81,76.0,7,14
74,82,76.0,4,8
74,83,93.0,22,41
74,84,93.0,10,18
74,85,52.0,11,22
74,86,75.0,7,12
74,87,75.0,7,12
74,88,44.0,6,11
74,89,27.0,6,11
74,90,27.0,3,4
74,91,11.0,15,29
74,92,11.0,19,36
74,93,11.0,14,26
74,94,11.0,16,31
74,95,11.0,12,23
74,97,1.0,22,42
75,01,84.0,8,15
75,02,32.0,7,14
75,03,84.0,7,13
75,04,93.0,3,6
75,05,93.0,3,5
75,06,93.0,22,42
75,07,84.0,6,11
75,08,44.0,4,8
75,09,76.0,3,5
75,10,44.0,5,9
75,11,76.0,6,12
75,12,76.0,6,10
75,13,93.0,31,59
75,14,28.0,11,20
75,15,84.0,3,6
75,16,75.0,7,12
75,17,75.0,12,22
75,18,24.0,5,10
75,19,75.0,5,9
75,21,27.0,8,15
75,22,53.0,11,21
75,23,75.0,2,4
75,24,75.0,7,12
75,25,27.0,7,12
75,26,84.0,7,13
75,27,28.0,7,12
75,28,24.0,5,9
75,29,53.0,14,24
75,2A,94.0,3,5
75,2B,94.0,3,5
75,30,76.0,11,20
75,31,76.0,13,23
75,32,76.0,3,6
75,33,75.0,18,32
75,34,76.0,15,27
75,35,53.0,12,21
75,36,24.0,4,7
75,37,24.0,8,15
75,38,84.0,15,26
75,39,27.0,4,7
75,40,75.0,6,11
75,41,24.0,5,8
75,42,84.0,11,19
75,43,84.0,4,6
75,44,52.0,16,28
75,45,24.0,8,15
75,46,76.0,4,6
75,47,75.0,6,10
75,48,76.0,2,2
75,49,52.0,10,18
75,50,28.0,8,13
75,51,44.0,7,13
75,52,44.0,3,5
75,53,52.0,4,7
75,54,44.0,9,16
75,55,44.0,3,4
75,56,53.0,11,20
75,57,44.0,14,25
75,58,27.0,4,7
75,59,32.0,27,49
75,60,32.0,9,15
75,61,28.0,5,8
75,62,32.0,16,28
75,63,84.0,9,16
75,64,75.0,10,18
75,65,76.0,4,7
75,66,76.0,8,14
75,67,44.0,14,25
75,68,44.0,11,19
75,69,84.0,21,37
75,70,27.0,3,6
75,71,27.0,9,16
75,72,52.0,8,14
75,73,84.0,6,10
75,74,84.0,9,16
75,75,11.0,25,46
75,76,28.0,15,27
75,77,11.0,12,22
75,78,11.0,16,29
75,79,75.0,6,10
75,80,32.0,7,12
75,81,76.0,6,10
75,82,76.0,4,6
75,83,93.0,18,33
75,84,93.0,8,14
75,85,52.0,10,17
75,86,75.0,6,11
75,87,75.0,6,10
75,88,44.0,6,10
75,89,27.0,5,8
75,90,27.0,2,4
75,91,11.0,13,23
75,92,11.0,16,29
75,93,11.0,12,22
75,94,11.0,14,25
75,95,11.0,10,18
75,97,1.0,19,33
76,01,84.0,7,12
76,02,32.0,7,12
76,03,84.0,6,10
76,04,93.0,3,5
76,05,93.0,2,4
76,06,93.0,18,32
76,07,84.0,5,9
76,08,44.0,4,6
76,09,76.0,3,4
76,10,44.0,4,7
76,11,76.0,6,10
76,12,76.0,5,8
76,13,93.0,27,48
76,14,28.0,9,17
76,15,84.0,3,5
76,16,75.0,5,9
76,17,75.0,11,19
76,18,24.0,5,9
76,19,75.0,4,7
76,21,27.0,7,12
76,22,53.0,10,17
76,23,75.0,2,4
76,24,75.0,7,13
76,25,27.0,7,11
76,26,84.0,7,12
76,27,28.0,7,12
76,28,24.0,6,10
76,29,53.0,14,24
76,2A,94.0,3,5
76,2B,94.0,3,5
76,30,76.0,10,18
76,31,76.0,14,24
76,32,76.0,3,5
76,33,75.0,18,32
76,34,76.0,15,27
76,35,53.0,12,21
76,36,24.0,4,7
76,37,24.0,8,14
76,38,84.0,15,27
76,39,27.0,4,7
76,40,75.0,6,11
76,41,24.0,5,9
76,42,84.0,11,20
76,43,84.0,3,6
76,44,52.0,16,29
76,45,24.0,9,16
76,46,76.0,3,5
76,47,75.0,5,9
76,48,76.0,1,2
76,49,52.0,10,18
76,50,28.0,8,14
76,51,44.0,7,12
76,52,44.0,3,5
76,53,52.0,4,8
76,54,44.0,9,16
76,55,44.0,3,5
76,56,53.0,11,20
76,57,44.0,15,26
76,58,27.0,4,7
76,59,32.0,28,50
76,60,32.0,8,14
76,61,28.0,5,8
76,62,32.0,17,30
76,63,84.0,9,15
76,64,75.0,10,19
76,65,76.0,4,7
76,66,76.0,8,14
76,67,44.0,14,25
76,68,44.0,10,17
76,69,84.0,20,36
76,70,27.0,3,6
76,71,27.0,9,15
76,72,52.0,8,14
76,73,84.0,6,10
76,74,84.0,8,15
76,75,11.0,23,42
76,76,28.0,16,28
76,77,11.0,12,22
76,78,11.0,16,28
76,79,75.0,6,10
76,80,32.0,7,12
76,81,76.0,6,11
76,82,76.0,4,6
76,83,93.0,18,32
76,84,93.0,8,14
76,85,52.0,10,18
76,86,75.0,6,11
76,87,75.0,6,10
76,88,44.0,6,10
76,89,27.0,5,8
76,90,27.0,2,4
76,91,11.0,12,22
76,92,11.0,15,27
76,93,11.0,13,23
76,94,11.0,14,24
76,95,11.0,10,18
76,97,1.0,17,30
77,01,84.0,7,12
77,02,32.0,7,12
77,03,84.0,6,11
77,04,93.0,3,5
77,05,93.0,3,4
77,06,93.0,18,32
77,07,84.0,5,9
77,08,44.0,4,7
77,09,76.0,3,4
77,10,44.0,4,8
77,11,76.0,6,10
77,12,76.0,5,8
77,13,93.0,26,47
77,14,28.0,9,17
77,15,84.0,3,5
77,16,75.0,6,10
77,17,75.0,11,19
77,18,24.0,5,9
77,19,75.0,4,7
77,21,27.0,7,12
77,22,53.0,11,19
77,23,75.0,3,4
77,24,75.0,7,12
77,25,27.0,7,12
77,26,84.0,7,12
77,27,28.0,7,12
77,28,24.0,5,9
77,29,53.0,15,26
77,2A,94.0,3,4
77,2B,94.0,3,5
77,30,76.0,10,17
77,31,76.0,14,24
77,32,76.0,3,6
77,33,75.0,17,31
77,34,76.0,14,25
77,35,53.0,12,22
77,36,24.0,4,7
77,37,24.0,8,14
77,38,84.0,14,25
77,39,27.0,4,6
77,40,75.0,6,11
77,41,24.0,6,10
77,42,84.0,11,20
77,43,84.0,4,6
77,44,52.0,16,28
77,45,24.0,9,15
77,46,76.0,3,5
77,47,75.0,5,9
77,48,76.0,2,3
77,49,52.0,10,19
77,50,28.0,8,14
77,51,44.0,7,12
77,52,44.0,3,5
77,53,52.0,4,7
77,54,44.0,10,17
77,55,44.0,3,5
77,56,53.0,12,21
77,57,44.0,14,25
77,58,27.0,4,7
77,59,32.0,29,52
77,60,32.0,8,15
77,61,28.0,5,8
77,62,32.0,18,32
77,63,84.0,9,16
77,64,75.0,10,19
77,65,76.0,4,7
77,66,76.0,8,14
77,67,44.0,14,24
77,68,44.0,10,17
77,69,84.0,20,36
77,70,27.0,4,6
77,71,27.0,9,16
77,72,52.0,8,13
77,73,84.0,6,10
77,74,84.0,8,14
77,75,11.0,25,44
77,76,28.0,16,28
77,77,11.0,12,21
77,78,11.0,15,26
77,79,75.0,5,9
77,80,32.0,7,13
77,81,76.0,6,11
77,82,76.0,4,6
77,83,93.0,17,30
77,84,93.0,8,14
77,85,52.0,10,18
77,86,75.0,6,11
77,87,75.0,6,11
77,88,44.0,6,10
77,89,27.0,5,9
77,90,27.0,2,3
77,91,11.0,13,22
77,92,11.0,16,28
77,93,11.0,13,23
77,94,11.0,13,23
77,95,11.0,10,19
77,97,1.0,17,30
78,01,84.0,7,12
78,02,32.0,7,12
78,03,84.0,6,10
78,04,93.0,3,5
78,05,93.0,2,4
78,06,93.0,18,31
78,07,84.0,5,9
78,08,44.0,4,7
78,09,76.0,3,4
78,10,44.0,5,8
78,11,76.0,6,10
78,12,76.0,5,9
78,13,93.0,25,46
78,14,28.0,9,17
78,15,84.0,3,5
78,16,75.0,6,10
78,17,75.0,11,19
78,18,24.0,5,9
78,19,75.0,4,8
78,21,27.0,7,12
78,22,53.0,10,18
78,23,75.0,3,4
78,24,75.0,8,13
78,25,27.0,7,12
78,26,84.0,7,12
78,27,28.0,7,12
78,28,24.0,6,10
78,29,53.0,15,26
78,2A,94.0,3,4
78,2B,94.0,3,5
78,30,76.0,11,19
78,31,76.0,14,25
78,32,76.0,3,6
78,33,75.0,18,32
78,34,76.0,14,25
78,35,53.0,13,22
78,36,24.0,5,8
78,37,24.0,9,15
78,38,84.0,14,24
78,39,27.0,4,7
78,40,75.0,7,11
78,41,24.0,5,9
78,42,84.0,11,20
78,43,84.0,4,7
78,44,52.0,17,31
78,45,24.0,9,15
78,46,76.0,3,5
78,47,75.0,6,10
78,48,76.0,2,2
78,49,52.0,10,18
78,50,28.0,8,15
78,51,44.0,7,12
78,52,44.0,3,5
78,53,52.0,5,8
78,54,44.0,9,16
78,55,44.0,3,5
78,56,53.0,12,21
78,57,44.0,14,25
78,58,27.0,5,8
78,59,32.0,29,52
78,60,32.0,8,15
78,61,28.0,5,8
78,62,32.0,18,32
78,63,84.0,9,16
78,64,75.0,10,18
78,65,76.0,4,8
78,66,76.0,8,14
78,67,44.0,13,23
78,68,44.0,10,17
