DEPCOM;DEP;REG;PTOT;weight_fr;weight_reg;weight_dep
027350;027;28;1016;2;30;17
027351;027;28;1440;3;43;24
027353;027;28;475;1;14;8
027354;027;28;468;1;14;8
027355;027;28;2753;5;81;45
027358;027;28;596;1;18;10
027359;027;28;221;1;7;4
027360;027;28;328;1;10;6
027361;027;28;372;1;11;7
027363;027;28;214;1;7;4
027364;027;28;203;1;6;4
027365;027;28;2071;4;61;34
027366;027;28;206;1;7;4
027367;027;28;1467;3;44;24
027368;027;28;337;1;10;6
027369;027;28;86;1;3;2
027370;027;28;356;1;11;6
027371;027;28;151;1;5;3
027372;027;28;640;1;19;11
027373;027;28;146;1;5;3
027374;027;28;552;1;17;9
027375;027;28;19069;29;561;311
027376;027;28;226;1;7;4
027377;027;28;730;2;22;12
027378;027;28;1169;2;35;20
027379;027;28;433;1;13;8
027380;027;28;265;1;8;5
027381;027;28;160;1;5;3
027382;027;28;327;1;10;6
027383;027;28;384;1;12;7
027384;027;28;517;1;16;9
027385;027;28;1552;3;46;26
027386;027;28;1284;2;38;21
027388;027;28;521;1;16;9
027389;027;28;478;1;15;8
027390;027;28;1178;2;35;20
027391;027;28;1611;3;48;27
027392;027;28;156;1;5;3
027393;027;28;495;1;15;9
027394;027;28;584;1;18;10
027395;027;28;84;1;3;2
027396;027;28;473;1;14;8
027397;027;28;1770;3;53;29
027398;027;28;1524;3;45;25
027399;027;28;51;1;2;1
027400;027;28;353;1;11;6
027401;027;28;178;1;6;3
027403;027;28;245;1;8;4
027404;027;28;94;1;3;2
027405;027;28;115;1;4;2
027406;027;28;926;2;28;16
027407;027;28;325;1;10;6
027408;027;28;631;1;19;11
027410;027;28;636;1;19;11
027411;027;28;239;1;8;4
027412;027;28;1519;3;45;25
027413;027;28;772;2;23;13
027414;027;28;834;2;25;14
027415;027;28;375;1;12;7
027417;027;28;668;1;20;11
027418;027;28;108;1;4;2
027419;027;28;791;2;24;13
027420;027;28;176;1;6;3
027421;027;28;661;1;20;11
027422;027;28;896;2;27;15
027423;027;28;824;2;25;14
027424;027;28;335;1;10;6
027425;027;28;2440;4;72;40
027426;027;28;1301;2;39;22
027427;027;28;431;1;13;8
027428;027;28;4375;7;129;72
027429;027;28;178;1;6;3
027430;027;28;333;1;10;6
027431;027;28;579;1;18;10
027432;027;28;659;1;20;11
027433;027;28;196;1;6;4
027434;027;28;54;1;2;1
027435;027;28;275;1;9;5
027436;027;28;433;1;13;8
027437;027;28;345;1;11;6
027438;027;28;2328;4;69;38
027439;027;28;1108;2;33;19
027440;027;28;692;2;21;12
027441;027;28;81;1;3;2
027442;027;28;217;1;7;4
027444;027;28;230;1;7;4
027445;027;28;268;1;8;5
027446;027;28;492;1;15;9
027447;027;28;971;2;29;16
027448;027;28;5214;8;154;85
027451;027;28;314;1;10;6
027453;027;28;1828;3;54;30
027454;027;28;472;1;14;8
027455;027;28;158;1;5;3
027456;027;28;755;2;23;13
027457;027;28;757;2;23;13
027458;027;28;2544;4;75;42
027459;027;28;79;1;3;2
027460;027;28;200;1;6;4
027462;027;28;159;1;5;3
027463;027;28;722;2;22;12
027464;027;28;888;2;27;15
027465;027;28;413;1;13;7
027466;027;28;340;1;10;6
027467;027;28;10475;16;308;171
027468;027;28;640;1;19;11
027469;027;28;4200;7;124;69
027470;027;28;1173;2;35;20
027471;027;28;214;1;7;4
027472;027;28;274;1;9;5
027473;027;28;957;2;29;16
027474;027;28;1191;2;35;20
027475;027;28;170;1;5;3
027476;027;28;386;1;12;7
027477;027;28;732;2;22;12
027478;027;28;975;2;29;16
027480;027;28;633;1;19;11
027481;027;28;453;1;14;8
027482;027;28;160;1;5;3
027483;027;28;424;1;13;7
027485;027;28;879;2;26;15
027486;027;28;674;1;20;11
027487;027;28;662;1;20;11
027488;027;28;200;1;6;4
027489;027;28;537;1;16;9
027490;027;28;277;1;9;5
027492;027;28;328;1;10;6
027493;027;28;3312;5;98;54
027495;027;28;240;1;8;4
027496;027;28;536;1;16;9
027497;027;28;1067;2;32;18
027498;027;28;371;1;11;7
027500;027;28;1652;3;49;27
027501;027;28;269;1;8;5
027502;027;28;2273;4;67;37
027504;027;28;1267;2;38;21
027505;027;28;162;1;5;3
027507;027;28;4053;6;120;66
027508;027;28;188;1;6;4
027511;027;28;720;2;22;12
027512;027;28;353;1;11;6
027514;027;28;376;1;12;7
027516;027;28;1453;3;43;24
027517;027;28;2033;4;60;34
027518;027;28;729;2;22;12
027520;027;28;145;1;5;3
027521;027;28;148;1;5;3
027522;027;28;485;1;15;8
027524;027;28;854;2;26;14
027525;027;28;328;1;10;6
027527;027;28;212;1;7;4
027528;027;28;3806;6;112;62
027529;027;28;436;1;13;8
027530;027;28;89;1;3;2
027531;027;28;213;1;7;4
027533;027;28;508;1;15;9
027534;027;28;897;2;27;15
027535;027;28;449;1;14;8
027536;027;28;537;1;16;9
027537;027;28;896;2;27;15
027538;027;28;556;1;17;10
027539;027;28;401;1;12;7
027540;027;28;678;2;20;12
027541;027;28;215;1;7;4
027542;027;28;899;2;27;15
027543;027;28;900;2;27;15
027544;027;28;211;1;7;4
027545;027;28;131;1;4;3
027546;027;28;175;1;6;3
027547;027;28;904;2;27;15
027548;027;28;1202;2;36;20
027550;027;28;325;1;10;6
027552;027;28;252;1;8;5
027553;027;28;416;1;13;7
027554;027;28;3476;6;103;57
027555;027;28;253;1;8;5
027556;027;28;64;1;2;2
027557;027;28;442;1;13;8
027558;027;28;188;1;6;4
027560;027;28;265;1;8;5
027561;027;28;639;1;19;11
027562;027;28;4629;7;137;76
027563;027;28;817;2;25;14
027564;027;28;340;1;10;6
027565;027;28;678;2;20;12
027567;027;28;275;1;9;5
027568;027;28;516;1;16;9
027569;027;28;244;1;8;4
027570;027;28;101;1;3;2
027571;027;28;339;1;10;6
027572;027;28;288;1;9;5
027576;027;28;663;1;20;11
027577;027;28;451;1;14;8
027578;027;28;613;1;19;10
027579;027;28;97;1;3;2
027580;027;28;2407;4;71;40
027582;027;28;1671;3;50;28
027584;027;28;303;1;9;5
027586;027;28;173;1;6;3
027587;027;28;794;2;24;13
027589;027;28;992;2;30;17
027590;027;28;228;1;7;4
027591;027;28;621;1;19;11
027592;027;28;251;1;8;5
027593;027;28;1583;3;47;26
027594;027;28;278;1;9;5
027595;027;28;1045;2;31;17
027597;027;28;573;1;17;10
027598;027;28;1308;2;39;22
027599;027;28;922;2;28;15
027601;027;28;440;1;13;8
027602;027;28;5867;9;173;96
027603;027;28;323;1;10;6
027604;027;28;169;1;5;3
027605;027;28;259;1;8;5
027606;027;28;489;1;15;8
027608;027;28;465;1;14;8
027609;027;28;324;1;10;6
027610;027;28;62;1;2;2
027611;027;28;334;1;10;6
027612;027;28;340;1;10;6
027613;027;28;386;1;12;7
027614;027;28;159;1;5;3
027615;027;28;195;1;6;4
027616;027;28;1927;3;57;32
027617;027;28;539;1;16;9
027618;027;28;487;1;15;8
027620;027;28;471;1;14;8
027621;027;28;159;1;5;3
027622;027;28;2034;4;60;34
027623;027;28;495;1;15;9
027624;027;28;928;2;28;16
027625;027;28;353;1;11;6
027627;027;28;262;1;8;5
027629;027;28;1815;3;54;30
027630;027;28;367;1;11;6
027631;027;28;375;1;12;7
027632;027;28;547;1;17;9
027633;027;28;500;1;15;9
027635;027;28;146;1;5;3
027638;027;28;3670;6;108;60
027640;027;28;199;1;6;4
027641;027;28;256;1;8;5
027643;027;28;1103;2;33;18
027644;027;28;589;1;18;10
027645;027;28;157;1;5;3
027646;027;28;447;1;14;8
027649;027;28;358;1;11;6
027650;027;28;480;1;15;8
027652;027;28;327;1;10;6
027654;027;28;1092;2;33;18
027655;027;28;890;2;27;15
027656;027;28;1370;3;41;23
027658;027;28;348;1;11;6
027659;027;28;119;1;4;2
027660;027;28;241;1;8;4
027661;027;28;443;1;14;8
027662;027;28;342;1;11;6
027663;027;28;177;1;6;3
027664;027;28;519;1;16;9
027665;027;28;780;2;23;13
027666;027;28;587;1;18;10
027667;027;28;394;1;12;7
027668;027;28;741;2;22;13
027669;027;28;429;1;13;7
027670;027;28;977;2;29;16
027671;027;28;159;1;5;3
027672;027;28;356;1;11;6
027673;027;28;184;1;6;3
027674;027;28;277;1;9;5
027676;027;28;1818;3;54;30
027677;027;28;403;1;12;7
027678;027;28;1065;2;32;18
027679;027;28;8573;13;252;140
027680;027;28;205;1;7;4
027681;027;28;24530;37;721;399
027682;027;28;717;2;22;12
027683;027;28;254;1;8;5
027684;027;28;826;2;25;14
027685;027;28;661;1;20;11
027686;027;28;46;1;2;1
027689;027;28;366;1;11;6
027690;027;28;319;1;10;6
027691;027;28;871;2;26;15
027692;027;28;176;1;6;3
027693;027;28;1328;2;40;22
027694;027;28;326;1;10;6
027695;027;28;290;1;9;5
027696;027;28;955;2;29;16
027697;027;28;337;1;10;6
027698;027;28;573;1;17;10
027699;027;28;128;1;4;3
027700;027;28;696;2;21;12
027701;027;28;13327;20;392;217
028001;028;24;2426;4;93;55
028003;028;24;143;1;6;4
028004;028;24;316;1;12;8
028005;028;24;849;2;33;20
028006;028;24;1889;3;72;43
028007;028;24;2832;5;108;64
028008;028;24;203;1;8;5
028009;028;24;74;1;3;2
028010;028;24;342;1;13;8
028012;028;24;3869;6;147;88
028013;028;24;1507;3;58;34
028014;028;24;644;1;25;15
028015;028;24;6000;9;228;136
028016;028;24;158;1;6;4
028018;028;24;1528;3;58;35
028019;028;24;230;1;9;6
028021;028;24;1593;3;61;36
028022;028;24;1194;2;46;27
028023;028;24;1413;3;54;32
028024;028;24;1771;3;68;40
028025;028;24;119;1;5;3
028026;028;24;259;1;10;6
028027;028;24;1244;2;48;29
028028;028;24;263;1;10;6
028029;028;24;316;1;12;8
028030;028;24;283;1;11;7
028031;028;24;505;1;20;12
028032;028;24;339;1;13;8
028033;028;24;832;2;32;19
028034;028;24;856;2;33;20
028035;028;24;1023;2;39;24
028036;028;24;869;2;33;20
028037;028;24;342;1;13;8
028038;028;24;123;1;5;3
028039;028;24;1688;3;65;39
028040;028;24;332;1;13;8
028041;028;24;276;1;11;7
028045;028;24;216;1;9;5
028046;028;24;510;1;20;12
028047;028;24;727;2;28;17
028048;028;24;740;2;29;17
028049;028;24;250;1;10;6
028050;028;24;271;1;11;7
028051;028;24;5158;8;196;117
028052;028;24;781;2;30;18
028053;028;24;265;1;11;6
028054;028;24;496;1;19;12
028055;028;24;558;1;22;13
028056;028;24;1784;3;68;41
028057;028;24;596;1;23;14
028058;028;24;349;1;14;8
028059;028;24;1841;3;70;42
028060;028;24;254;1;10;6
028061;028;24;3440;6;131;78
028062;028;24;903;2;35;21
028064;028;24;2014;3;77;46
028065;028;24;113;1;5;3
028067;028;24;91;1;4;3
028068;028;24;443;1;17;10
028070;028;24;3762;6;143;85
028071;028;24;663;1;26;15
028072;028;24;405;1;16;10
028073;028;24;334;1;13;8
028074;028;24;287;1;11;7
028075;028;24;1213;2;47;28
028076;028;24;204;1;8;5
028077;028;24;194;1;8;5
028078;028;24;190;1;8;5
028079;028;24;312;1;12;8
028080;028;24;256;1;10;6
028081;028;24;320;1;13;8
028082;028;24;621;1;24;15
028084;028;24;736;2;28;17
028085;028;24;39763;59;1510;897
028086;028;24;337;1;13;8
028087;028;24;243;1;10;6
028088;028;24;13519;20;514;305
028089;028;24;2649;4;101;60
028090;028;24;103;1;4;3
028091;028;24;140;1;6;4
028092;028;24;244;1;10;6
028094;028;24;1710;3;65;39
028095;028;24;282;1;11;7
028096;028;24;1173;2;45;27
028098;028;24;1893;3;72;43
028099;028;24;1146;2;44;26
028100;028;24;428;1;17;10
028102;028;24;716;2;28;17
028103;028;24;5788;9;220;131
028104;028;24;912;2;35;21
028105;028;24;568;1;22;13
028106;028;24;417;1;16;10
028107;028;24;387;1;15;9
028108;028;24;245;1;10;6
028109;028;24;318;1;13;8
028110;028;24;4281;7;163;97
028111;028;24;350;1;14;8
028113;028;24;1371;3;53;31
028114;028;24;137;1;6;4
028116;028;24;2911;5;111;66
028117;028;24;273;1;11;7
028118;028;24;451;1;18;11
028119;028;24;167;1;7;4
028120;028;24;478;1;19;11
028121;028;24;102;1;4;3
028122;028;24;1535;3;59;35
028123;028;24;469;1;18;11
028124;028;24;760;2;29;18
028126;028;24;203;1;8;5
028127;028;24;1294;2;50;30
028128;028;24;439;1;17;10
028129;028;24;778;2;30;18
028130;028;24;990;2;38;23
028132;028;24;701;2;27;16
028134;028;24;31605;47;1200;713
028135;028;24;1299;2;50;30
028136;028;24;171;1;7;4
028137;028;24;873;2;34;20
028139;028;24;188;1;8;5
028140;028;24;5617;9;214;127
028141;028;24;330;1;13;8
028142;028;24;195;1;8;5
028143;028;24;251;1;10;6
028144;028;24;228;1;9;6
028146;028;24;876;2;34;20
028147;028;24;605;1;23;14
028148;028;24;374;1;15;9
028149;028;24;719;2;28;17
028151;028;24;181;1;7;5
028153;028;24;216;1;9;5
028154;028;24;1696;3;65;39
028155;028;24;211;1;9;5
028156;028;24;940;2;36;22
028157;028;24;131;1;5;3
028158;028;24;1042;2;40;24
028159;028;24;344;1;14;8
028160;028;24;841;2;32;19
028161;028;24;512;1;20;12
028162;028;24;335;1;13;8
028163;028;24;205;1;8;5
028164;028;24;751;2;29;17
028166;028;24;246;1;10;6
028167;028;24;411;1;16;10
028168;028;24;3727;6;142;85
028169;028;24;226;1;9;6
028170;028;24;280;1;11;7
028171;028;24;889;2;34;21
028172;028;24;808;2;31;19
028173;028;24;1482;3;57;34
028175;028;24;179;1;7;5
028176;028;24;686;2;27;16
028177;028;24;682;2;26;16
028178;028;24;296;1;12;7
028180;028;24;542;1;21;13
028182;028;24;325;1;13;8
028183;028;24;688;2;27;16
028184;028;24;342;1;13;8
028185;028;24;1310;2;50;30
028187;028;24;667;1;26;16
028188;028;24;961;2;37;22
028189;028;24;182;1;7;5
028190;028;24;458;1;18;11
028191;028;24;2758;5;105;63
028192;028;24;311;1;12;8
028193;028;24;145;1;6;4
028194;028;24;440;1;17;10
028195;028;24;780;2;30;18
028196;028;24;3385;5;129;77
028197;028;24;148;1;6;4
028198;028;24;840;2;32;19
028199;028;24;2617;4;100;60
028200;028;24;411;1;16;10
028201;028;24;1980;3;76;45
028202;028;24;338;1;13;8
028203;028;24;646;1;25;15
028206;028;24;700;2;27;16
028207;028;24;233;1;9;6
028208;028;24;403;1;16;10
028209;028;24;5934;9;226;134
028210;028;24;220;1;9;5
028211;028;24;593;1;23;14
028212;028;24;214;1;9;5
028213;028;24;670;1;26;16
028214;028;24;3425;6;130;78
028215;028;24;257;1;10;6
028216;028;24;202;1;8;5
028217;028;24;186;1;8;5
028218;028;24;15669;24;595;354
028219;028;24;350;1;14;8
028220;028;24;6975;11;265;158
028221;028;24;157;1;6;4
028222;028;24;394;1;15;9
028223;028;24;1575;3;60;36
028225;028;24;665;1;26;15
028226;028;24;938;2;36;22
028227;028;24;4371;7;166;99
028229;028;24;11462;17;436;259
028230;028;24;380;1;15;9
028231;028;24;190;1;8;5
028232;028;24;626;1;24;15
028233;028;24;1175;2;45;27
028234;028;24;491;1;19;12
028235;028;24;345;1;14;8
028236;028;24;2263;4;86;52
028237;028;24;216;1;9;5
028239;028;24;996;2;38;23
028240;028;24;551;1;21;13
028242;028;24;103;1;4;3
028243;028;24;222;1;9;6
028245;028;24;351;1;14;8
028246;028;24;531;1;21;12
028247;028;24;595;1;23;14
028248;028;24;344;1;14;8
028249;028;24;642;1;25;15
028251;028;24;1099;2;42;25
028252;028;24;199;1;8;5
028253;028;24;1141;2;44;26
028254;028;24;807;2;31;19
028255;028;24;170;1;7;4
028256;028;24;475;1;19;11
028257;028;24;89;1;4;3
028259;028;24;327;1;13;8
028260;028;24;103;1;4;3
028261;028;24;627;1;24;15
028263;028;24;264;1;11;6
028264;028;24;145;1;6;4
028265;028;24;249;1;10;6
028267;028;24;513;1;20;12
028268;028;24;24;1;1;1
028269;028;24;1873;3;72;43
028270;028;24;228;1;9;6
028271;028;24;156;1;6;4
028272;028;24;169;1;7;4
028273;028;24;144;1;6;4
028274;028;24;255;1;10;6
028275;028;24;671;1;26;16
028276;028;24;220;1;9;5
028277;028;24;323;1;13;8
028278;028;24;1506;3;58;34
028279;028;24;4151;7;158;94
028280;028;24;10156;15;386;229
028281;028;24;506;1;20;12
028282;028;24;438;1;17;10
028283;028;24;310;1;12;7
028284;028;24;285;1;11;7
028285;028;24;354;1;14;8
028286;028;24;627;1;24;15
028287;028;24;1076;2;41;25
028289;028;24;240;1;10;6
028290;028;24;311;1;12;8
028291;028;24;540;1;21;13
028292;028;24;748;2;29;17
028293;028;24;1232;2;47;28
028294;028;24;529;1;21;12
028296;028;24;272;1;11;7
028298;028;24;2839;5;108;65
028299;028;24;184;1;7;5
028300;028;24;145;1;6;4
028301;028;24;449;1;18;11
028302;028;24;1430;3;55;33
028303;028;24;113;1;5;3
028304;028;24;437;1;17;10
028305;028;24;303;1;12;7
028306;028;24;205;1;8;5
028308;028;24;263;1;10;6
028309;028;24;1092;2;42;25
028310;028;24;284;1;11;7
028312;028;24;138;1;6;4
028313;028;24;191;1;8;5
028314;028;24;130;1;5;3
028315;028;24;24;1;1;1
028316;028;24;130;1;5;3
028317;028;24;564;1;22;13
028319;028;24;440;1;17;10
028321;028;24;837;2;32;19
028322;028;24;517;1;20;12
028323;028;24;288;1;11;7
028324;028;24;911;2;35;21
028325;028;24;1041;2;40;24
028326;028;24;366;1;14;9
028327;028;24;198;1;8;5
028329;028;24;161;1;7;4
028330;028;24;1426;3;55;33
028331;028;24;1040;2;40;24
028332;028;24;1115;2;43;26
028333;028;24;141;1;6;4
028334;028;24;2298;4;88;52
028335;028;24;899;2;35;21
028336;028;24;109;1;5;3
028337;028;24;2870;5;109;65
028339;028;24;356;1;14;9
028341;028;24;246;1;10;6
028342;028;24;268;1;11;7
028343;028;24;453;1;18;11
028344;028;24;276;1;11;7
028346;028;24;61;1;3;2
028347;028;24;986;2;38;23
028348;028;24;4050;6;154;92
028349;028;24;256;1;10;6
028350;028;24;916;2;35;21
028351;028;24;426;1;17;10
028352;028;24;1602;3;61;37
028353;028;24;418;1;16;10
028354;028;24;488;1;19;12
028355;028;24;303;1;12;7
028357;028;24;1080;2;41;25
028358;028;24;2104;4;80;48
028359;028;24;4052;6;154;92
028360;028;24;942;2;36;22
028362;028;24;524;1;20;12
028363;028;24;1025;2;39;24
028364;028;24;819;2;32;19
028365;028;24;417;1;16;10
028366;028;24;321;1;13;8
028367;028;24;345;1;14;8
028368;028;24;197;1;8;5
028369;028;24;718;2;28;17
028370;028;24;502;1;20;12
028371;028;24;1111;2;43;26
028372;028;24;594;1;23;14
028373;028;24;3132;5;119;71
028374;028;24;548;1;21;13
028375;028;24;371;1;15;9
028377;028;24;1839;3;70;42
028378;028;24;543;1;21;13
028379;028;24;464;1;18;11
028380;028;24;2121;4;81;48
028382;028;24;918;2;35;21
028383;028;24;714;2;28;17
028385;028;24;486;1;19;11
028386;028;24;1278;2;49;29
028387;028;24;1006;2;39;23
028388;028;24;1092;2;42;25
028389;028;24;346;1;14;8
028390;028;24;330;1;13;8
028391;028;24;2606;4;99;59
028392;028;24;164;1;7;4
028393;028;24;2336;4;89;53
028394;028;24;1430;3;55;33
028395;028;24;458;1;18;11
028396;028;24;320;1;13;8
028397;028;24;408;1;16;10
028398;028;24;1217;2;47;28
028400;028;24;204;1;8;5
028401;028;24;463;1;18;11
028403;028;24;810;2;31;19
028404;028;24;12654;19;481;286
028405;028;24;1112;2;43;26
028406;028;24;1261;2;48;29
028407;028;24;312;1;12;8
028408;028;24;133;1;6;3
028409;028;24;485;1;19;11
028410;028;24;310;1;12;7
028411;028;24;176;1;7;4
028414;028;24;76;1;3;2
028415;028;24;1668;3;64;38
028417;028;24;1367;3;52;31
028418;028;24;168;1;7;4
028419;028;24;363;1;14;9
028421;028;24;287;1;11;7
028422;028;24;4006;6;153;91
028423;028;24;604;1;23;14
028424;028;24;1681;3;64;38
028425;028;24;624;1;24;15
028426;028;24;507;1;20;12
029001;029;53;1008;2;30;11
029002;029;53;1420;3;42;16
029003;029;53;3757;6;111;41
029004;029;53;5817;9;171;63
029005;029;53;1183;2;35;13
029006;029;53;3633;6;107;39
029007;029;53;950;2;28;11
029008;029;53;1021;2;30;11
029010;029;53;1644;3;49;18
029011;029;53;3541;6;104;38
029012;029;53;206;1;7;3
029013;029;53;221;1;7;3
029014;029;53;434;1;13;5
029015;029;53;3621;6;107;39
029016;029;53;1035;2;31;12
029017;029;53;902;2;27;10
029018;029;53;449;1;14;5
029019;029;53;142748;211;4190;1529
029020;029;53;5742;9;169;62
029021;029;53;1971;3;58;22
029022;029;53;2600;4;77;28
029023;029;53;3261;5;96;35
029024;029;53;7789;12;229;84
029025;029;53;1601;3;47;18
029026;029;53;5670;9;167;61
029027;029;53;3775;6;111;41
029028;029;53;964;2;29;11
029029;029;53;1179;2;35;13
029030;029;53;3884;6;114;42
029031;029;53;4444;7;131;48
029032;029;53;2106;4;62;23
029033;029;53;542;1;16;6
029034;029;53;666;1;20;8
029035;029;53;1119;2;33;12
029036;029;53;618;1;19;7
029037;029;53;4225;7;124;46
029038;029;53;1063;2;32;12
029039;029;53;19875;30;584;213
029040;029;53;2772;5;82;30
029041;029;53;1926;3;57;21
029042;029;53;7697;12;226;83
029043;029;53;1838;3;54;20
029044;029;53;2206;4;65;24
029045;029;53;2334;4;69;25
029046;029;53;14265;22;419;153
029047;029;53;1871;3;55;21
029048;029;53;2266;4;67;25
029049;029;53;3412;6;101;37
029051;029;53;8419;13;248;91
029053;029;53;1768;3;52;19
029054;029;53;655;1;20;8
029055;029;53;3264;5;96;35
029056;029;53;1910;3;57;21
029057;029;53;3485;6;103;38
029058;029;53;9887;15;291;106
029059;029;53;1085;2;32;12
029060;029;53;2849;5;84;31
029061;029;53;6246;10;184;67
029062;029;53;1134;2;34;13
029063;029;53;440;1;13;5
029064;029;53;450;1;14;5
029065;029;53;912;2;27;10
029066;029;53;1811;3;54;20
029067;029;53;1370;3;41;15
029068;029;53;2542;4;75;28
029069;029;53;8136;13;239;88
029070;029;53;539;1;16;6
029071;029;53;781;2;23;9
029072;029;53;2726;5;80;30
029073;029;53;981;2;29;11
029074;029;53;1026;2;31;11
029075;029;53;14857;22;437;160
029076;029;53;4542;7;134;49
029077;029;53;2051;4;61;22
029078;029;53;2071;4;61;23
029079;029;53;1381;3;41;15
029080;029;53;2285;4;68;25
029081;029;53;1477;3;44;16
029082;029;53;475;1;14;6
029083;029;53;251;1;8;3
029084;029;53;146;1;5;2
029085;029;53;758;2;23;9
029086;029;53;1451;3;43;16
029087;029;53;730;2;22;8
029089;029;53;903;2;27;10
029090;029;53;826;2;25;9
029091;029;53;2158;4;64;24
029093;029;53;1484;3;44;16
029094;029;53;699;2;21;8
029095;029;53;1473;3;44;16
029097;029;53;2109;4;62;23
029098;029;53;2161;4;64;24
029099;029;53;860;2;26;10
029100;029;53;433;1;13;5
029101;029;53;3687;6;109;40
029102;029;53;949;2;28;11
029103;029;53;16398;25;482;176
029104;029;53;343;1;11;4
029105;029;53;9454;14;278;102
029106;029;53;1880;3;56;21
029107;029;53;890;2;27;10
029108;029;53;1475;3;44;16
029109;029;53;1511;3;45;17
029110;029;53;894;2;27;10
029111;029;53;1332;2;40;15
029112;029;53;973;2;29;11
029113;029;53;2290;4;68;25
029114;029;53;386;1;12;5
029115;029;53;298;1;9;4
029116;029;53;153;1;5;2
029117;029;53;5706;9;168;62
029119;029;53;1499;3;44;17
029120;029;53;2161;4;64;24
029122;029;53;676;1;20;8
029123;029;53;808;2;24;9
029124;029;53;7539;12;222;81
029125;029;53;833;2;25;9
029126;029;53;208;1;7;3
029128;029;53;409;1;13;5
029130;029;53;5205;8;153;56
029131;029;53;485;1;15;6
029132;029;53;813;2;24;9
029133;029;53;1498;3;44;17
029134;029;53;822;2;25;9
029135;029;53;4183;7;123;45
029136;029;53;1177;2;35;13
029137;029;53;2176;4;64;24
029139;029;53;1013;2;30;11
029140;029;53;3842;6;113;42
029141;029;53;369;1;11;4
029142;029;53;463;1;14;5
029143;029;53;977;2;29;11
029144;029;53;760;2;23;9
029145;029;53;907;2;27;10
029146;029;53;3407;6;100;37
029147;029;53;3188;5;94;35
029148;029;53;983;2;29;11
029150;029;53;6921;11;204;75
029151;029;53;15028;23;442;161
029152;029;53;717;2;22;8
029153;029;53;2720;5;80;30
029155;029;53;854;2;26;10
029156;029;53;2001;3;59;22
029158;029;53;5361;8;158;58
029159;029;53;815;2;24;9
029160;029;53;8596;13;253;93
029161;029;53;3066;5;90;33
029162;029;53;3890;6;115;42
029163;029;53;3216;5;95;35
029165;029;53;3561;6;105;39
029166;029;53;535;1;16;6
029167;029;53;1996;3;59;22
029168;029;53;1249;2;37;14
029169;029;53;3230;5;95;35
029170;029;53;4338;7;128;47
029171;029;53;3855;6;114;42
029172;029;53;2199;4;65;24
029173;029;53;2474;4;73;27
029174;029;53;6220;10;183;67
029175;029;53;2155;4;64;24
029176;029;53;1802;3;53;20
029177;029;53;3785;6;112;41
029178;029;53;6426;10;189;69
029179;029;53;3821;6;113;41
029180;029;53;974;2;29;11
029181;029;53;2880;5;85;31
029182;029;53;1090;2;32;12
029183;029;53;725;2;22;8
029184;029;53;2569;4;76;28
029185;029;53;3528;6;104;38
029186;029;53;1658;3;49;18
029187;029;53;816;2;24;9
029188;029;53;2898;5;86;32
029189;029;53;13698;21;402;147
029190;029;53;4273;7;126;46
029191;029;53;3557;6;105;39
029192;029;53;1804;3;53;20
029193;029;53;1432;3;43;16
029195;029;53;6735;10;198;73
029196;029;53;2192;4;65;24
029197;029;53;4093;7;121;44
029198;029;53;1900;3;56;21
029199;029;53;5265;8;155;57
029201;029;53;2100;4;62;23
029202;029;53;1285;2;38;14
029204;029;53;2121;4;63;23
029205;029;53;1253;2;37;14
029206;029;53;2384;4;70;26
029207;029;53;4744;8;140;51
029208;029;53;1269;2;38;14
029209;029;53;3865;6;114;42
029210;029;53;2943;5;87;32
029211;029;53;692;2;21;8
029212;029;53;13091;20;385;141
029213;029;53;1806;3;53;20
029214;029;53;709;2;21;8
029215;029;53;3044;5;90;33
029216;029;53;4208;7;124;46
029217;029;53;2859;5;84;31
029218;029;53;1610;3;48;18
029220;029;53;8649;13;254;93
029221;029;53;1848;3;55;20
029222;029;53;398;1;12;5
029224;029;53;1236;2;37;14
029225;029;53;2202;4;65;24
029226;029;53;1610;3;48;18
029227;029;53;1532;3;45;17
029228;029;53;719;2;22;8
029229;029;53;1151;2;34;13
029230;029;53;1772;3;53;19
029232;029;53;65480;97;1922;702
029233;029;53;12510;19;368;134
029234;029;53;2972;5;88;32
029235;029;53;11705;18;344;126
029236;029;53;4307;7;127;47
029237;029;53;1850;3;55;20
029238;029;53;868;2;26;10
029239;029;53;3488;6;103;38
029240;029;53;981;2;29;11
029241;029;53;7791;12;229;84
029243;029;53;447;1;14;5
029244;029;53;824;2;25;9
029245;029;53;1558;3;46;17
029246;029;53;219;1;7;3
029247;029;53;3643;6;107;40
029248;029;53;831;2;25;9
029249;029;53;715;2;21;8
029250;029;53;776;2;23;9
029251;029;53;653;1;20;7
029252;029;53;989;2;30;11
029254;029;53;4738;7;140;51
029255;029;53;936;2;28;11
029256;029;53;794;2;24;9
029257;029;53;2108;4;62;23
029259;029;53;6830;11;201;74
029260;029;53;8299;13;244;89
029261;029;53;197;1;6;3
029262;029;53;800;2;24;9
029263;029;53;1105;2;33;12
029264;029;53;794;2;24;9
029265;029;53;1046;2;31;12
029266;029;53;3086;5;91;34
029267;029;53;734;2;22;8
029268;029;53;1856;3;55;20
029269;029;53;1046;2;31;12
029270;029;53;1668;3;49;18
029271;029;53;922;2;28;10
029272;029;53;3223;5;95;35
029273;029;53;2471;4;73;27
