DEPCOM;DEP;REG;PTOT;weight_fr;weight_reg;weight_dep
035216;035;53;1760;3;52;17
035217;035;53;1419;3;42;14
035218;035;53;914;2;27;9
035219;035;53;3800;6;112;36
035220;035;53;2964;5;87;28
035221;035;53;2841;5;84;27
035222;035;53;2014;3;60;19
035223;035;53;4022;6;119;38
035224;035;53;2771;5;82;26
035225;035;53;806;2;24;8
035226;035;53;1928;3;57;18
035227;035;53;3375;5;100;32
035228;035;53;6929;11;204;64
035229;035;53;1344;2;40;13
035230;035;53;382;1;12;4
035231;035;53;1232;2;37;12
035232;035;53;385;1;12;4
035233;035;53;1616;3;48;15
035234;035;53;1207;2;36;12
035235;035;53;1141;2;34;11
035236;035;53;9810;15;288;91
035237;035;53;1034;2;31;10
035238;035;53;220925;327;6484;2038
035239;035;53;4451;7;131;42
035240;035;53;9027;14;265;84
035241;035;53;2375;4;70;22
035242;035;53;340;1;10;4
035243;035;53;2457;4;73;23
035244;035;53;257;1;8;3
035245;035;53;3977;6;117;37
035246;035;53;1367;3;41;13
035247;035;53;1015;2;30;10
035248;035;53;490;1;15;5
035249;035;53;1032;2;31;10
035250;035;53;2016;3;60;19
035251;035;53;3878;6;114;36
035252;035;53;971;2;29;9
035253;035;53;3998;6;118;37
035255;035;53;1023;2;31;10
035256;035;53;2132;4;63;20
035257;035;53;4944;8;146;46
035258;035;53;349;1;11;4
035259;035;53;1154;2;34;11
035260;035;53;579;1;17;6
035261;035;53;227;1;7;3
035262;035;53;357;1;11;4
035263;035;53;2791;5;82;26
035264;035;53;2079;4;62;20
035265;035;53;2581;4;76;24
035266;035;53;3147;5;93;30
035268;035;53;434;1;13;5
035270;035;53;374;1;11;4
035271;035;53;1523;3;45;15
035272;035;53;930;2;28;9
035273;035;53;2081;4;62;20
035274;035;53;939;2;28;9
035275;035;53;5066;8;149;47
035276;035;53;548;1;17;6
035277;035;53;359;1;11;4
035278;035;53;10007;15;294;93
035279;035;53;1234;2;37;12
035280;035;53;1059;2;32;10
035281;035;53;13239;20;389;123
035282;035;53;2911;5;86;27
035283;035;53;1298;2;39;12
035284;035;53;2715;5;80;26
035285;035;53;1091;2;33;11
035286;035;53;273;1;9;3
035287;035;53;2439;4;72;23
035288;035;53;47362;70;1390;437
035289;035;53;1103;2;33;11
035290;035;53;588;1;18;6
035291;035;53;457;1;14;5
035292;035;53;1713;3;51;16
035294;035;53;2313;4;68;22
035295;035;53;555;1;17;6
035296;035;53;1309;2;39;13
035297;035;53;4808;8;142;45
035299;035;53;4188;7;123;39
035300;035;53;1395;3;41;13
035302;035;53;1168;2;35;11
035304;035;53;1318;2;39;13
035305;035;53;418;1;13;4
035306;035;53;2452;4;72;23
035307;035;53;1051;2;31;10
035308;035;53;4377;7;129;41
035309;035;53;841;2;25;8
035310;035;53;1537;3;46;15
035311;035;53;572;1;17;6
035312;035;53;1888;3;56;18
035314;035;53;936;2;28;9
035315;035;53;1370;3;41;13
035316;035;53;818;2;25;8
035317;035;53;664;1;20;7
035318;035;53;935;2;28;9
035319;035;53;2127;4;63;20
035320;035;53;542;1;16;5
035321;035;53;783;2;23;8
035322;035;53;1124;2;33;11
035324;035;53;629;1;19;6
035325;035;53;161;1;5;2
035326;035;53;2594;4;77;24
035327;035;53;3761;6;111;35
035328;035;53;2173;4;64;21
035329;035;53;581;1;18;6
035330;035;53;1027;2;31;10
035331;035;53;2542;4;75;24
035332;035;53;1073;2;32;10
035333;035;53;1767;3;52;17
035334;035;53;8673;13;255;80
035335;035;53;820;2;25;8
035336;035;53;177;1;6;2
035337;035;53;3809;6;112;36
035338;035;53;1212;2;36;12
035339;035;53;587;1;18;6
035340;035;53;1281;2;38;12
035342;035;53;355;1;11;4
035343;035;53;1275;2;38;12
035345;035;53;907;2;27;9
035346;035;53;214;1;7;2
035347;035;53;2648;4;78;25
035350;035;53;828;2;25;8
035351;035;53;1469;3;44;14
035352;035;53;8106;12;238;75
035353;035;53;5829;9;172;54
035354;035;53;317;1;10;3
035355;035;53;1222;2;36;12
035356;035;53;1934;3;57;18
035357;035;53;319;1;10;3
035358;035;53;1236;2;37;12
035359;035;53;840;2;25;8
035360;035;53;18576;28;546;172
035361;035;53;1049;2;31;10
035362;035;53;1169;2;35;11
035363;035;53;4592;7;135;43
036001;036;24;1457;3;56;64
036002;036;24;116;1;5;6
036003;036;24;914;2;35;41
036004;036;24;334;1;13;15
036005;036;24;3945;6;150;174
036006;036;24;5140;8;196;226
036007;036;24;611;1;24;27
036008;036;24;232;1;9;11
036009;036;24;1296;2;50;57
036010;036;24;881;2;34;39
036011;036;24;176;1;7;8
036012;036;24;352;1;14;16
036013;036;24;444;1;17;20
036014;036;24;211;1;9;10
036015;036;24;56;1;3;3
036016;036;24;989;2;38;44
036017;036;24;402;1;16;18
036018;036;24;6611;10;251;290
036019;036;24;310;1;12;14
036020;036;24;80;1;4;4
036021;036;24;915;2;35;41
036022;036;24;443;1;17;20
036023;036;24;271;1;11;12
036024;036;24;148;1;6;7
036025;036;24;616;1;24;28
036026;036;24;580;1;23;26
036027;036;24;260;1;10;12
036028;036;24;111;1;5;5
036029;036;24;225;1;9;10
036030;036;24;260;1;10;12
036031;036;24;4580;7;174;201
036032;036;24;747;2;29;33
036033;036;24;411;1;16;19
036034;036;24;2793;5;107;123
036035;036;24;1108;2;43;49
036036;036;24;146;1;6;7
036037;036;24;274;1;11;13
036038;036;24;155;1;6;7
036040;036;24;111;1;5;5
036041;036;24;150;1;6;7
036042;036;24;713;2;28;32
036043;036;24;591;1;23;26
036044;036;24;45318;67;1720;1988
036045;036;24;2622;4;100;116
036046;036;24;4229;7;161;186
036047;036;24;529;1;21;24
036048;036;24;280;1;11;13
036049;036;24;124;1;5;6
036050;036;24;485;1;19;22
036051;036;24;187;1;8;9
036052;036;24;155;1;6;7
036053;036;24;583;1;23;26
036054;036;24;254;1;10;12
036055;036;24;1044;2;40;46
036056;036;24;1011;2;39;45
036057;036;24;904;2;35;40
036058;036;24;667;1;26;30
036059;036;24;248;1;10;11
036060;036;24;732;2;28;33
036061;036;24;351;1;14;16
036062;036;24;447;1;17;20
036063;036;24;7665;12;291;337
036064;036;24;807;2;31;36
036065;036;24;261;1;10;12
036066;036;24;459;1;18;21
036067;036;24;104;1;4;5
036068;036;24;432;1;17;19
036069;036;24;1282;2;49;57
036070;036;24;1415;3;54;63
036071;036;24;1032;2;40;46
036073;036;24;216;1;9;10
036074;036;24;561;1;22;25
036075;036;24;89;1;4;4
036076;036;24;252;1;10;12
036077;036;24;241;1;10;11
036078;036;24;356;1;14;16
036079;036;24;79;1;3;4
036080;036;24;73;1;3;4
036081;036;24;294;1;12;13
036082;036;24;255;1;10;12
036083;036;24;119;1;5;6
036084;036;24;292;1;12;13
036085;036;24;250;1;10;11
036086;036;24;402;1;16;18
036087;036;24;322;1;13;15
036088;036;24;12199;19;463;536
036089;036;24;400;1;16;18
036090;036;24;128;1;5;6
036091;036;24;672;1;26;30
036092;036;24;293;1;12;13
036093;036;24;2983;5;114;131
036094;036;24;466;1;18;21
036095;036;24;103;1;4;5
036096;036;24;232;1;9;11
036097;036;24;334;1;13;15
036098;036;24;83;1;4;4
036099;036;24;320;1;13;15
036100;036;24;276;1;11;13
036101;036;24;1543;3;59;68
036102;036;24;105;1;4;5
036103;036;24;1375;3;53;61
036104;036;24;252;1;10;12
036105;036;24;266;1;11;12
036106;036;24;154;1;6;7
036107;036;24;753;2;29;34
036108;036;24;223;1;9;10
036109;036;24;1105;2;42;49
036110;036;24;269;1;11;12
036111;036;24;198;1;8;9
036112;036;24;780;2;30;35
036113;036;24;972;2;37;43
036114;036;24;318;1;13;14
036115;036;24;120;1;5;6
036116;036;24;119;1;5;6
036117;036;24;437;1;17;20
036118;036;24;376;1;15;17
036119;036;24;550;1;21;25
036120;036;24;663;1;26;30
036121;036;24;180;1;7;8
036122;036;24;196;1;8;9
036123;036;24;1021;2;39;45
036124;036;24;286;1;11;13
036125;036;24;135;1;6;6
036126;036;24;456;1;18;21
036127;036;24;1637;3;63;72
036128;036;24;1809;3;69;80
036129;036;24;570;1;22;26
036130;036;24;116;1;5;6
036131;036;24;481;1;19;22
036132;036;24;61;1;3;3
036133;036;24;234;1;9;11
036134;036;24;428;1;17;19
036135;036;24;299;1;12;14
036136;036;24;130;1;5;6
036137;036;24;397;1;16;18
036138;036;24;198;1;8;9
036139;036;24;675;1;26;30
036140;036;24;1216;2;47;54
036141;036;24;1691;3;65;75
036142;036;24;1618;3;62;71
036143;036;24;464;1;18;21
036144;036;24;312;1;12;14
036145;036;24;194;1;8;9
036146;036;24;767;2;30;34
036147;036;24;141;1;6;7
036148;036;24;412;1;16;19
036149;036;24;801;2;31;36
036150;036;24;514;1;20;23
036152;036;24;455;1;18;20
036153;036;24;330;1;13;15
036154;036;24;1903;3;73;84
036155;036;24;816;2;31;36
036156;036;24;364;1;14;16
036157;036;24;470;1;18;21
036158;036;24;761;2;29;34
036159;036;24;6021;9;229;265
036160;036;24;230;1;9;11
036161;036;24;936;2;36;42
036162;036;24;865;2;33;38
036163;036;24;723;2;28;32
036164;036;24;226;1;9;10
036165;036;24;1097;2;42;49
036166;036;24;162;1;7;8
036167;036;24;166;1;7;8
036168;036;24;628;1;24;28
036169;036;24;525;1;20;24
036170;036;24;110;1;5;5
036171;036;24;2064;4;79;91
036172;036;24;571;1;22;26
036173;036;24;532;1;21;24
036174;036;24;371;1;15;17
036175;036;24;289;1;11;13
036176;036;24;597;1;23;27
036177;036;24;324;1;13;15
036178;036;24;294;1;12;13
036179;036;24;227;1;9;10
036180;036;24;850;2;33;38
036181;036;24;184;1;7;9
036182;036;24;622;1;24;28
036184;036;24;518;1;20;23
036185;036;24;382;1;15;17
036186;036;24;260;1;10;12
036187;036;24;142;1;6;7
036188;036;24;365;1;14;17
036189;036;24;983;2;38;44
036190;036;24;275;1;11;13
036191;036;24;541;1;21;24
036192;036;24;1856;3;71;82
036193;036;24;270;1;11;12
036194;036;24;987;2;38;44
036195;036;24;589;1;23;26
036196;036;24;111;1;5;5
036197;036;24;310;1;12;14
036198;036;24;437;1;17;20
036199;036;24;1200;2;46;53
036200;036;24;1604;3;61;71
036202;036;24;3717;6;142;164
036203;036;24;48;1;2;3
036204;036;24;330;1;13;15
036205;036;24;124;1;5;6
036207;036;24;630;1;24;28
036208;036;24;789;2;30;35
036209;036;24;290;1;12;13
036210;036;24;318;1;13;14
036211;036;24;485;1;19;22
036212;036;24;160;1;7;8
036213;036;24;249;1;10;11
036214;036;24;312;1;12;14
036215;036;24;517;1;20;23
036216;036;24;72;1;3;4
036217;036;24;104;1;4;5
036218;036;24;148;1;6;7
036219;036;24;655;1;25;29
036220;036;24;910;2;35;40
036221;036;24;397;1;16;18
036222;036;24;239;1;10;11
036223;036;24;141;1;6;7
036224;036;24;1184;2;45;52
036225;036;24;177;1;7;8
036226;036;24;353;1;14;16
036227;036;24;253;1;10;12
036228;036;24;2475;4;94;109
036229;036;24;1006;2;39;45
036230;036;24;2029;3;78;89
036231;036;24;1006;2;39;45
036232;036;24;1080;2;41;48
036233;036;24;755;2;29;34
036234;036;24;318;1;13;14
036235;036;24;384;1;15;17
036236;036;24;323;1;13;15
036237;036;24;748;2;29;33
036238;036;24;105;1;4;5
036239;036;24;466;1;18;21
036240;036;24;307;1;12;14
036241;036;24;2745;5;105;121
036242;036;24;114;1;5;6
036243;036;24;336;1;13;15
036244;036;24;899;2;35;40
036246;036;24;172;1;7;8
036247;036;24;1250;2;48;55
036248;036;24;237;1;9;11
037001;037;24;1170;2;45;19
037002;037;24;1815;3;69;30
037003;037;24;12981;20;493;210
037004;037;24;427;1;17;7
037005;037;24;515;1;20;9
037006;037;24;2669;4;102;44
037007;037;24;170;1;7;3
037008;037;24;2710;4;103;44
037009;037;24;431;1;17;7
037010;037;24;2285;4;87;37
037011;037;24;1780;3;68;29
037012;037;24;551;1;21;9
037013;037;24;490;1;19;8
037014;037;24;3589;6;137;58
037015;037;24;3150;5;120;51
037016;037;24;397;1;16;7
037018;037;24;8109;12;308;132
037019;037;24;480;1;19;8
037020;037;24;1803;3;69;30
037021;037;24;1702;3;65;28
037022;037;24;2823;5;108;46
037023;037;24;263;1;10;5
037024;037;24;952;2;37;16
037025;037;24;714;2;28;12
037026;037;24;579;1;22;10
037027;037;24;5344;8;203;87
037028;037;24;780;2;30;13
037029;037;24;335;1;13;6
037030;037;24;800;2;31;13
037031;037;24;3999;6;152;65
037032;037;24;279;1;11;5
037033;037;24;224;1;9;4
037034;037;24;313;1;12;6
037035;037;24;316;1;12;6
037036;037;24;177;1;7;3
037037;037;24;252;1;10;5
037038;037;24;776;2;30;13
037039;037;24;534;1;21;9
037040;037;24;290;1;12;5
037041;037;24;328;1;13;6
037042;037;24;202;1;8;4
037043;037;24;1086;2;42;18
037044;037;24;377;1;15;7
037045;037;24;1104;2;42;18
037046;037;24;462;1;18;8
037047;037;24;1224;2;47;20
037048;037;24;326;1;13;6
037049;037;24;1316;2;50;22
037050;037;24;11848;18;450;192
037051;037;24;859;2;33;14
037052;037;24;1156;2;44;19
037053;037;24;137;1;6;3
037054;037;24;3563;6;136;58
037055;037;24;855;2;33;14
037056;037;24;579;1;22;10
037057;037;24;699;2;27;12
037058;037;24;1461;3;56;24
037059;037;24;1287;2;49;21
037060;037;24;1330;2;51;22
037061;037;24;519;1;20;9
037062;037;24;1796;3;69;30
037063;037;24;5080;8;193;83
037064;037;24;233;1;9;4
037065;037;24;557;1;22;10
037066;037;24;564;1;22;10
037067;037;24;1822;3;70;30
037068;037;24;728;2;28;12
037069;037;24;230;1;9;4
037070;037;24;356;1;14;6
037071;037;24;135;1;6;3
037072;037;24;8567;13;326;139
037073;037;24;613;1;24;10
037074;037;24;2105;4;80;35
037075;037;24;439;1;17;8
037076;037;24;437;1;17;8
037077;037;24;3614;6;138;59
037078;037;24;422;1;17;7
037079;037;24;1885;3;72;31
037080;037;24;205;1;8;4
037081;037;24;1431;3;55;24
037082;037;24;418;1;16;7
037083;037;24;1805;3;69;30
037084;037;24;507;1;20;9
037085;037;24;828;2;32;14
037086;037;24;501;1;20;9
037087;037;24;264;1;11;5
037088;037;24;113;1;5;2
037089;037;24;690;2;27;12
037090;037;24;101;1;4;2
037091;037;24;2354;4;90;39
037092;037;24;697;2;27;12
037093;037;24;537;1;21;9
037094;037;24;587;1;23;10
037095;037;24;359;1;14;6
037096;037;24;618;1;24;10
037097;037;24;696;2;27;12
037098;037;24;764;2;29;13
037099;037;24;962;2;37;16
037100;037;24;430;1;17;7
037101;037;24;161;1;7;3
037103;037;24;146;1;6;3
037104;037;24;6120;10;233;99
037105;037;24;258;1;10;5
037106;037;24;316;1;12;6
037107;037;24;252;1;10;5
037108;037;24;752;2;29;13
037109;037;24;10799;16;410;175
037110;037;24;1410;3;54;23
037111;037;24;1538;3;59;25
037112;037;24;396;1;16;7
037113;037;24;935;2;36;16
037114;037;24;181;1;7;3
037115;037;24;3554;6;135;58
037116;037;24;578;1;22;10
037117;037;24;894;2;34;15
037118;037;24;1512;3;58;25
037119;037;24;1588;3;61;26
037121;037;24;262;1;10;5
037122;037;24;38340;57;1456;620
037123;037;24;4718;7;180;77
037124;037;24;2502;4;95;41
037125;037;24;520;1;20;9
037126;037;24;306;1;12;5
037127;037;24;373;1;15;7
037128;037;24;1327;2;51;22
037129;037;24;1086;2;42;18
037130;037;24;2226;4;85;36
037131;037;24;1332;2;51;22
037132;037;24;6837;11;260;111
037133;037;24;515;1;20;9
037134;037;24;661;1;26;11
037136;037;24;534;1;21;9
037137;037;24;148;1;6;3
037138;037;24;804;2;31;13
037139;037;24;5242;8;199;85
037140;037;24;255;1;10;5
037141;037;24;998;2;38;17
037142;037;24;583;1;23;10
037143;037;24;1392;3;53;23
037144;037;24;525;1;20;9
037145;037;24;243;1;10;4
037146;037;24;235;1;9;4
037147;037;24;564;1;22;10
037148;037;24;601;1;23;10
037149;037;24;478;1;19;8
037150;037;24;1345;2;52;22
037151;037;24;3386;5;129;55
037152;037;24;2143;4;82;35
037153;037;24;4489;7;171;73
037154;037;24;4399;7;167;72
037155;037;24;638;1;25;11
037156;037;24;10817;16;411;175
037157;037;24;346;1;14;6
037158;037;24;846;2;33;14
037159;037;24;7935;12;302;129
037160;037;24;353;1;14;6
037161;037;24;816;2;31;14
037162;037;24;491;1;19;8
037163;037;24;3590;6;137;59
037165;037;24;445;1;17;8
037166;037;24;801;2;31;13
037167;037;24;2041;4;78;33
037168;037;24;309;1;12;5
037169;037;24;926;2;36;15
037170;037;24;1136;2;44;19
037171;037;24;1158;2;44;19
037172;037;24;4205;7;160;68
037173;037;24;759;2;29;13
037174;037;24;836;2;32;14
037175;037;24;1280;2;49;21
037176;037;24;1275;2;49;21
037177;037;24;747;2;29;13
037178;037;24;599;1;23;10
037179;037;24;2398;4;92;39
037180;037;24;650;1;25;11
037181;037;24;243;1;10;4
037182;037;24;1362;3;52;23
037183;037;24;1514;3;58;25
037184;037;24;343;1;14;6
037185;037;24;1712;3;65;28
037186;037;24;1201;2;46;20
037187;037;24;366;1;14;6
037188;037;24;885;2;34;15
037189;037;24;1025;2;39;17
037190;037;24;172;1;7;3
037191;037;24;242;1;10;4
037192;037;24;1256;2;48;21
037193;037;24;1252;2;48;21
037194;037;24;1723;3;66;28
037195;037;24;10543;16;401;171
037196;037;24;1736;3;66;29
037197;037;24;514;1;20;9
037198;037;24;314;1;12;6
037199;037;24;498;1;19;9
037200;037;24;1016;2;39;17
037201;037;24;713;2;28;12
037202;037;24;529;1;21;9
037203;037;24;3237;5;123;53
037204;037;24;1339;2;51;22
037205;037;24;1411;3;54;23
037206;037;24;1757;3;67;29
037207;037;24;317;1;13;6
037208;037;24;15340;23;583;248
037210;037;24;868;2;33;15
037211;037;24;2638;4;101;43
037212;037;24;772;2;30;13
037213;037;24;1143;2;44;19
037214;037;24;16316;25;620;264
037216;037;24;1596;3;61;26
037217;037;24;1625;3;62;27
037218;037;24;574;1;22;10
037219;037;24;1067;2;41;18
037220;037;24;379;1;15;7
037221;037;24;654;1;25;11
037222;037;24;789;2;30;13
037223;037;24;323;1;13;6
037224;037;24;963;2;37;16
037225;037;24;3214;5;122;52
037226;037;24;4264;7;162;69
037228;037;24;1123;2;43;19
037229;037;24;268;1;11;5
037230;037;24;1044;2;40;17
037231;037;24;1693;3;65;28
037232;037;24;1948;3;74;32
037233;037;24;16076;24;611;260
037234;037;24;520;1;20;9
037236;037;24;620;1;24;11
037237;037;24;1273;2;49;21
037238;037;24;576;1;22;10
037240;037;24;710;2;27;12
037241;037;24;1368;3;52;23
037242;037;24;1572;3;60;26
037243;037;24;3228;5;123;53
037244;037;24;247;1;10;4
037245;037;24;2216;4;85;36
037246;037;24;213;1;9;4
037247;037;24;639;1;25;11
037248;037;24;374;1;15;7
037249;037;24;1406;3;54;23
037250;037;24;2718;5;104;44
037251;037;24;850;2;33;14
037252;037;24;395;1;15;7
037253;037;24;197;1;8;4
037254;037;24;1720;3;66;28
037255;037;24;264;1;11;5
037256;037;24;303;1;12;5
037257;037;24;1744;3;67;29
037258;037;24;285;1;11;5
037259;037;24;470;1;18;8
037260;037;24;531;1;21;9
037261;037;24;138616;205;5261;2241
037262;037;24;314;1;12;6
037263;037;24;2474;4;94;40
037264;037;24;1260;2;48;21
037265;037;24;250;1;10;5
037266;037;24;6397;10;243;104
037267;037;24;4575;7;174;74
037268;037;24;126;1;5;3
037269;037;24;501;1;20;9
037270;037;24;2748;5;105;45
037271;037;24;1078;2;41;18
037272;037;24;1150;2;44;19
037273;037;24;5562;9;212;90
037274;037;24;301;1;12;5
037275;037;24;118;1;5;2
037276;037;24;1390;3;53;23
037277;037;24;603;1;23;10
037278;037;24;1037;2;40;17
037279;037;24;762;2;29;13
037280;037;24;208;1;8;4
037281;037;24;3310;5;126;54
037282;037;24;1406;3;54;23
038001;038;84;6415;10;79;50
038002;038;84;1029;2;13;9
038003;038;84;1117;2;14;9
038004;038;84;1266;2;16;10
038005;038;84;989;2;13;8
038006;038;84;4210;7;52;33
038008;038;84;28;1;1;1
038009;038;84;1036;2;13;9
038010;038;84;694;2;9;6
038011;038;84;1073;2;14;9
038012;038;84;2932;5;37;23
038013;038;84;3401;6;42;27
038015;038;84;1847;3;23;15
038017;038;84;1493;3;19;12
038018;038;84;387;1;5;4
038019;038;84;1513;3;19;12
038020;038;84;194;1;3;2
038022;038;84;7896;12;98;62
038023;038;84;202;1;3;2
038026;038;84;1072;2;14;9
038027;038;84;1940;3;24;16
038029;038;84;1961;3;25;16
038030;038;84;1712;3;22;14
038031;038;84;20;1;1;1
038032;038;84;559;1;7;5
038033;038;84;657;1;9;6
038034;038;84;5003;8;62;39
038035;038;84;1136;2;14;9
038036;038;84;94;1;2;1
038037;038;84;1004;2;13;8
038038;038;84;609;1;8;5
038039;038;84;3176;5;40;25
038040;038;84;130;1;2;2
038041;038;84;119;1;2;1
038042;038;84;1028;2;13;9
038043;038;84;1586;3;20;13
038044;038;84;1459;3;18;12
038045;038;84;2497;4;31;20
038046;038;84;971;2;12;8
038047;038;84;148;1;2;2
038048;038;84;1114;2;14;9
038049;038;84;301;1;4;3
038050;038;84;632;1;8;5
038051;038;84;1396;3;18;11
038052;038;84;3380;5;42;27
038053;038;84;29024;43;358;227
038054;038;84;1533;3;19;12
038055;038;84;634;1;8;5
038056;038;84;95;1;2;1
038057;038;84;699;2;9;6
038058;038;84;2162;4;27;17
038059;038;84;2598;4;32;21
038060;038;84;149;1;2;2
038061;038;84;3209;5;40;26
038062;038;84;688;2;9;6
038063;038;84;437;1;6;4
038064;038;84;3059;5;38;24
038065;038;84;2128;4;27;17
038066;038;84;185;1;3;2
038067;038;84;1711;3;22;14
038068;038;84;1256;2;16;10
038069;038;84;1421;3;18;12
038070;038;84;1211;2;15;10
038071;038;84;3041;5;38;24
038072;038;84;2631;4;33;21
038073;038;84;206;1;3;2
038074;038;84;343;1;5;3
038075;038;84;3076;5;38;24
038076;038;84;1872;3;24;15
038077;038;84;767;2;10;6
038078;038;84;578;1;8;5
038080;038;84;794;2;10;7
038081;038;84;1953;3;25;16
038082;038;84;1970;3;25;16
038083;038;84;474;1;6;4
038084;038;84;1464;3;19;12
038085;038;84;9740;15;120;76
038086;038;84;414;1;6;4
038087;038;84;6105;10;76;48
038089;038;84;236;1;3;2
038090;038;84;272;1;4;3
038091;038;84;728;2;9;6
038092;038;84;91;1;2;1
038093;038;84;447;1;6;4
038094;038;84;2115;4;27;17
038095;038;84;2721;5;34;22
038097;038;84;4746;8;59;37
038098;038;84;690;2;9;6
038099;038;84;731;2;10;6
038100;038;84;2608;4;33;21
038101;038;84;1040;2;13;9
038102;038;84;609;1;8;5
038103;038;84;307;1;4;3
038104;038;84;1485;3;19;12
038105;038;84;2381;4;30;19
038106;038;84;330;1;5;3
038107;038;84;1720;3;22;14
038108;038;84;121;1;2;1
038109;038;84;1090;2;14;9
038110;038;84;2227;4;28;18
038111;038;84;8129;12;101;64
038112;038;84;102;1;2;1
038113;038;84;549;1;7;5
038114;038;84;1490;3;19;12
038115;038;84;734;2;10;6
038116;038;84;42;1;1;1
038117;038;84;646;1;8;6
038118;038;84;1617;3;20;13
038120;038;84;718;2;9;6
038124;038;84;2282;4;29;18
038126;038;84;4140;7;51;33
038127;038;84;170;1;3;2
038128;038;84;491;1;7;4
038129;038;84;372;1;5;3
038130;038;84;5097;8;63;40
038131;038;84;2100;4;26;17
038132;038;84;71;1;1;1
038133;038;84;5231;8;65;41
038134;038;84;898;2;12;7
038135;038;84;1297;2;16;11
038136;038;84;523;1;7;5
038137;038;84;451;1;6;4
038138;038;84;3344;5;42;27
038139;038;84;1522;3;19;12
038140;038;84;8499;13;105;67
038141;038;84;759;2;10;6
038144;038;84;2757;5;34;22
038146;038;84;863;2;11;7
038147;038;84;906;2;12;8
038148;038;84;3238;5;40;26
038149;038;84;1697;3;21;14
038150;038;84;6815;11;84;54
038151;038;84;37051;55;457;289
038152;038;84;1462;3;19;12
038153;038;84;475;1;6;4
038154;038;84;232;1;3;2
038155;038;84;1792;3;23;14
038156;038;84;1016;2;13;8
038157;038;84;3452;6;43;27
038158;038;84;10302;16;127;81
038159;038;84;546;1;7;5
038160;038;84;2364;4;30;19
038161;038;84;1044;2;13;9
038162;038;84;1485;3;19;12
038163;038;84;409;1;6;4
038166;038;84;504;1;7;4
038167;038;84;529;1;7;5
038169;038;84;22790;34;281;178
038170;038;84;2749;5;34;22
038171;038;84;326;1;5;3
038172;038;84;1524;3;19;12
038173;038;84;258;1;4;3
038174;038;84;1117;2;14;9
038175;038;84;3392;6;42;27
038176;038;84;2122;4;27;17
038177;038;84;98;1;2;1
038179;038;84;6861;11;85;54
038180;038;84;1040;2;13;9
038181;038;84;2461;4;31;20
038182;038;84;3152;5;39;25
038183;038;84;510;1;7;4
038184;038;84;1626;3;21;13
038185;038;84;160625;238;1978;1252
038186;038;84;398;1;5;4
038187;038;84;1804;3;23;15
038188;038;84;1387;3;18;11
038189;038;84;4795;8;60;38
038190;038;84;1219;2;16;10
038191;038;84;1341;2;17;11
038192;038;84;174;1;3;2
038193;038;84;16405;25;203;128
038194;038;84;2181;4;27;17
038195;038;84;735;2;10;6
038197;038;84;1845;3;23;15
038198;038;84;1059;2;14;9
038199;038;84;2264;4;28;18
038200;038;84;3814;6;47;30
038203;038;84;463;1;6;4
038204;038;84;199;1;3;2
038205;038;84;2776;5;35;22
038206;038;84;1021;2;13;8
038207;038;84;154;1;2;2
038208;038;84;151;1;2;2
038209;038;84;229;1;3;2
038210;038;84;852;2;11;7
038211;038;84;346;1;5;3
038212;038;84;1325;2;17;11
038213;038;84;583;1;8;5
038214;038;84;2208;4;28;18
038215;038;84;2345;4;29;19
038216;038;84;54;1;1;1
038217;038;84;74;1;1;1
038218;038;84;1124;2;14;9
038219;038;84;680;2;9;6
038221;038;84;150;1;2;2
038222;038;84;764;2;10;6
038223;038;84;1806;3;23;15
038224;038;84;101;1;2;1
038225;038;84;3116;5;39;25
038226;038;84;1473;3;19;12
038228;038;84;497;1;7;4
038229;038;84;17528;26;216;137
038230;038;84;1035;2;13;9
038231;038;84;1055;2;13;9
038232;038;84;645;1;8;6
038235;038;84;441;1;6;4
038236;038;84;1759;3;22;14
038237;038;84;195;1;3;2
038238;038;84;1924;3;24;15
038239;038;84;8014;12;99;63
038240;038;84;721;2;9;6
038241;038;84;21;1;1;1
038242;038;84;1458;3;18;12
038243;038;84;257;1;4;3
038244;038;84;811;2;10;7
038245;038;84;272;1;4;3
038246;038;84;1101;2;14;9
038247;038;84;3419;6;43;27
038248;038;84;565;1;7;5
038249;038;84;5692;9;71;45
038250;038;84;540;1;7;5
038252;038;84;348;1;5;3
038253;038;84;1944;3;24;16
038254;038;84;499;1;7;4
038255;038;84;133;1;2;2
038256;038;84;1809;3;23;15
038257;038;84;463;1;6;4
038258;038;84;83;1;2;1
038259;038;84;977;2;13;8
038260;038;84;529;1;7;5
038261;038;84;4568;7;57;36
038263;038;84;435;1;6;4
038264;038;84;132;1;2;2
038265;038;84;1734;3;22;14
038266;038;84;453;1;6;4
038267;038;84;727;2;9;6
038268;038;84;264;1;4;3
038269;038;84;5157;8;64;41
038270;038;84;1949;3;25;16
038271;038;84;893;2;11;7
038272;038;84;405;1;5;4
038273;038;84;485;1;6;4
038275;038;84;330;1;5;3
038276;038;84;2702;4;34;22
038277;038;84;524;1;7;5
038278;038;84;501;1;7;4
038279;038;84;1159;2;15;10
038280;038;84;531;1;7;5
038281;038;84;2299;4;29;18
038282;038;84;858;2;11;7
038283;038;84;118;1;2;1
038284;038;84;870;2;11;7
038285;038;84;156;1;2;2
038286;038;84;7;1;1;1
038287;038;84;1025;2;13;8
038288;038;84;1663;3;21;13
